Fecha,nro_registro,nro_actualiza,nro_consulta,nro_elimina
2020-08-03 01:56:22,1,0,2,2
2020-08-03 01:56:23,1,0,0,0
2020-08-03 01:56:24,0,0,1,1
2020-08-03 01:56:26,1,0,1,1
2020-08-03 01:56:43,4,4,1,0
2020-08-03 01:56:44,5,4,3,0
2020-08-03 01:56:45,5,5,1,0
2020-08-03 01:56:46,1,4,0,0
2020-08-03 01:56:47,4,4,0,0
2020-08-03 01:56:48,4,7,0,0
2020-08-03 01:56:49,6,9,0,0
2020-08-03 01:56:50,1,3,0,0
2020-08-03 01:57:14,5,0,0,0
2020-08-03 01:57:15,0,5,2,3
2020-08-03 01:57:16,4,2,5,4
2020-08-03 01:57:17,1,1,1,1
2020-08-03 01:57:18,0,1,2,2
2020-08-03 01:57:19,2,0,1,2
2020-08-03 01:57:20,3,1,3,2
2020-08-03 01:57:21,1,0,1,1
2020-08-03 01:57:22,0,0,1,1
2020-08-03 01:57:23,1,0,1,1
2020-08-03 01:57:24,1,0,1,1
2020-08-03 01:57:25,1,0,1,0
2020-08-03 01:57:26,1,0,0,1
2020-08-03 01:57:27,3,0,2,0
2020-08-03 01:57:28,2,0,3,1
2020-08-03 01:57:29,2,0,4,0
2020-08-03 01:57:30,1,0,2,0
2020-08-03 01:57:31,2,0,5,0
2020-08-03 01:57:32,0,0,1,0
2020-08-03 01:57:33,0,0,1,0
2020-08-03 01:57:34,0,0,1,0
2020-08-03 01:57:35,0,0,2,0
2020-08-03 01:57:43,4,4,0,1
2020-08-03 01:57:44,2,1,4,4
2020-08-03 01:57:45,1,1,2,1
2020-08-03 01:57:46,1,2,1,1
2020-08-03 01:57:47,1,0,1,1
2020-08-03 01:57:48,1,1,1,1
2020-08-03 01:57:49,1,1,1,1
2020-08-03 01:57:50,3,2,0,1
2020-08-03 01:57:51,1,3,3,3
2020-08-03 01:57:52,1,2,2,2
2020-08-03 01:57:53,0,2,0,0
2020-08-03 01:57:55,2,1,0,0
2020-08-03 01:57:56,0,1,2,2
2020-08-03 01:57:57,1,1,1,1
2020-08-03 01:57:58,2,2,1,1
2020-08-03 01:57:59,3,7,0,2
2020-08-03 01:58:00,0,2,1,1
2020-08-03 01:58:01,0,1,0,1
2020-08-03 01:58:02,1,1,0,1
2020-08-03 01:58:03,0,5,0,0
2020-08-03 01:58:14,5,5,0,4
2020-08-03 01:58:15,7,4,0,4
2020-08-03 01:58:16,16,18,0,2
2020-08-03 01:58:17,2,8,0,0
2020-08-03 01:58:43,2,0,0,0
2020-08-03 01:58:44,3,3,1,1
2020-08-03 01:58:45,2,4,3,3
2020-08-03 01:58:46,3,2,5,1
2020-08-03 01:58:47,1,2,2,0
2020-08-03 01:58:50,1,1,1,0
2020-08-03 01:58:51,3,1,0,0
2020-08-03 01:58:52,3,4,4,0
2020-08-03 01:58:53,4,3,2,0
2020-08-03 01:58:54,1,2,3,0
2020-08-03 01:58:55,0,1,2,0
2020-08-03 01:58:56,2,1,1,0
2020-08-03 01:58:57,2,3,2,0
2020-08-03 01:58:58,1,1,1,0
2020-08-03 01:58:59,0,0,1,0
2020-08-03 01:59:00,2,2,2,0
2020-08-03 01:59:13,5,5,0,0
2020-08-03 01:59:14,3,2,6,0
2020-08-03 01:59:15,5,5,5,0
2020-08-03 01:59:16,2,2,3,0
2020-08-03 01:59:17,0,1,1,0
2020-08-03 01:59:18,3,3,2,0
2020-08-03 01:59:19,5,2,5,0
2020-08-03 01:59:20,2,2,3,0
2020-08-03 01:59:21,1,1,0,0
2020-08-03 01:59:22,0,0,1,0
2020-08-03 01:59:23,2,1,0,0
2020-08-03 01:59:24,1,0,2,0
2020-08-03 01:59:25,0,0,1,0
2020-08-03 01:59:26,0,0,1,0
2020-08-03 01:59:27,0,0,1,0
2020-08-03 01:59:28,2,0,1,0
2020-08-03 01:59:29,1,1,1,0
2020-08-03 01:59:30,1,0,4,0
2020-08-03 01:59:31,0,0,1,0
2020-08-03 01:59:33,1,0,3,0
2020-08-03 01:59:34,1,0,3,0
2020-08-03 01:59:35,0,0,3,0
2020-08-03 01:59:37,0,0,1,0
2020-08-03 01:59:39,0,0,2,0
2020-08-03 01:59:43,2,2,2,0
2020-08-03 01:59:44,3,2,1,0
2020-08-03 01:59:45,2,1,4,0
2020-08-03 01:59:46,1,0,1,0
2020-08-03 01:59:47,2,0,2,0
2020-08-03 01:59:48,5,0,3,0
2020-08-03 01:59:49,2,0,4,0
2020-08-03 01:59:50,1,0,1,0
2020-08-03 01:59:51,2,0,2,0
2020-08-03 01:59:52,1,0,1,0
2020-08-03 01:59:53,1,0,1,0
2020-08-03 01:59:54,3,0,3,0
2020-08-03 01:59:55,3,0,3,0
2020-08-03 01:59:56,3,0,3,0
2020-08-03 01:59:57,3,0,2,0
2020-08-03 01:59:58,1,0,2,0
2020-08-03 01:59:59,1,0,0,0
2020-08-03 02:00:00,4,0,2,0
2020-08-03 02:00:01,2,0,3,0
2020-08-03 02:00:02,6,0,0,0
2020-08-03 02:00:03,2,0,0,0
2020-08-03 02:00:14,6,5,3,5
2020-08-03 02:00:15,3,3,4,1
2020-08-03 02:00:16,2,1,1,1
2020-08-03 02:00:17,5,2,1,0
2020-08-03 02:00:18,3,0,0,0
2020-08-03 02:00:19,1,1,0,0
2020-08-03 02:00:20,2,1,2,2
2020-08-03 02:00:21,1,2,1,0
2020-08-03 02:00:22,1,1,1,1
2020-08-03 02:00:23,2,0,0,0
2020-08-03 02:00:24,3,1,1,0
2020-08-03 02:00:25,2,1,0,0
2020-08-03 02:00:26,4,1,0,0
2020-08-03 02:00:27,2,1,1,0
2020-08-03 02:00:28,3,0,0,0
2020-08-03 02:00:43,4,4,0,0
2020-08-03 02:00:44,9,1,0,0
2020-08-03 02:00:45,22,5,0,0
2020-08-03 02:00:46,5,0,0,0
2020-08-03 02:01:13,5,2,0,0
2020-08-03 02:01:14,0,1,1,0
2020-08-03 02:01:15,2,2,3,0
2020-08-03 02:01:16,0,2,1,0
2020-08-03 02:01:17,6,5,0,0
2020-08-03 02:01:18,7,3,0,0
2020-08-03 02:01:19,4,1,0,0
2020-08-03 02:01:20,12,10,0,0
2020-08-03 02:01:21,9,4,0,0
2020-08-03 02:01:44,4,2,2,0
2020-08-03 02:01:45,1,3,3,0
2020-08-03 02:01:46,1,0,0,0
2020-08-03 02:01:47,0,1,0,0
2020-08-03 02:01:48,1,1,2,0
2020-08-03 02:01:49,3,3,3,0
2020-08-03 02:01:50,2,2,2,0
2020-08-03 02:01:52,1,1,0,0
2020-08-03 02:01:53,1,1,2,0
2020-08-03 02:01:55,3,3,2,0
2020-08-03 02:01:56,2,1,2,0
2020-08-03 02:01:57,1,2,1,0
2020-08-03 02:01:58,2,1,1,0
2020-08-03 02:01:59,0,1,2,0
2020-08-03 02:02:00,1,1,1,0
2020-08-03 02:02:01,3,3,1,0
2020-08-03 02:02:02,0,0,2,0
2020-08-03 02:02:03,1,0,0,0
2020-08-03 02:02:04,0,1,1,0
2020-08-03 02:02:05,3,1,2,0
2020-08-03 02:02:06,3,2,2,0
2020-08-03 02:02:07,0,1,2,0
2020-08-03 02:02:09,1,1,1,0
2020-08-03 02:02:10,2,1,1,0
2020-08-03 02:02:11,3,0,3,0
2020-08-03 02:02:12,4,1,1,0
2020-08-03 02:02:13,1,0,1,0
2020-08-03 02:02:14,6,2,1,0
2020-08-03 02:02:15,2,4,6,5
2020-08-03 02:02:16,2,2,3,2
2020-08-03 02:02:17,4,0,1,0
2020-08-03 02:02:18,7,4,4,4
2020-08-03 02:02:19,3,1,3,1
2020-08-03 02:02:20,2,1,1,0
2020-08-03 02:02:21,2,0,3,1
2020-08-03 02:02:22,2,1,1,0
2020-08-03 02:02:23,1,0,1,1
2020-08-03 02:02:24,1,1,2,1
2020-08-03 02:02:25,2,0,2,0
2020-08-03 02:02:26,3,0,2,0
2020-08-03 02:02:27,1,0,2,0
2020-08-03 02:02:28,1,0,1,0
2020-08-03 02:02:30,3,0,3,0
2020-08-03 02:02:31,4,0,3,0
2020-08-03 02:02:32,0,0,1,0
2020-08-03 02:02:33,2,0,0,0
2020-08-03 02:02:34,2,0,0,0
2020-08-03 02:02:35,3,0,1,0
2020-08-03 02:02:36,4,0,4,0
2020-08-03 02:02:38,1,0,0,0
2020-08-03 02:02:39,1,0,2,0
2020-08-03 02:02:40,4,0,1,0
2020-08-03 02:02:41,1,0,1,0
2020-08-03 02:02:42,1,0,1,0
2020-08-03 02:02:43,6,0,0,0
2020-08-03 02:02:44,4,4,3,3
2020-08-03 02:02:45,1,0,1,1
2020-08-03 02:02:46,2,3,1,2
2020-08-03 02:02:47,2,1,3,2
2020-08-03 02:02:48,4,5,2,2
2020-08-03 02:02:49,3,2,4,2
2020-08-03 02:02:50,5,5,5,1
2020-08-03 02:02:51,5,5,1,1
2020-08-03 02:02:52,6,2,1,1
2020-08-03 02:02:53,7,3,1,0
2020-08-03 02:02:54,5,3,1,0
2020-08-03 02:02:55,4,3,1,0
2020-08-03 02:02:56,3,0,0,0
2020-08-03 02:02:57,2,1,1,0
2020-08-03 02:02:59,1,0,0,0
2020-08-03 02:03:00,3,3,0,0
2020-08-03 02:03:01,3,0,0,0
2020-08-03 02:03:17,6,6,5,5
2020-08-03 02:03:18,3,2,2,3
2020-08-03 02:03:19,0,1,2,1
2020-08-03 02:03:20,1,1,1,1
2020-08-03 02:03:21,1,0,1,0
2020-08-03 02:03:22,1,1,0,1
2020-08-03 02:03:23,1,1,1,0
2020-08-03 02:03:24,1,1,1,2
2020-08-03 02:03:25,1,1,1,0
2020-08-03 02:03:26,2,0,2,1
2020-08-03 02:03:27,3,0,3,0
2020-08-03 02:03:28,1,1,2,1
2020-08-03 02:03:29,5,0,4,0
2020-08-03 02:03:30,2,0,3,0
2020-08-03 02:03:31,1,0,0,0
2020-08-03 02:03:32,1,0,2,0
2020-08-03 02:03:33,4,0,4,0
2020-08-03 02:03:34,1,0,1,0
2020-08-03 02:03:35,1,0,0,0
2020-08-03 02:03:36,1,0,2,0
2020-08-03 02:03:37,2,0,1,0
2020-08-03 02:03:38,3,0,3,0
2020-08-03 02:03:39,2,0,0,0
2020-08-03 02:03:40,3,0,2,0
2020-08-03 02:03:41,2,0,2,0
2020-08-03 02:03:43,1,0,1,0
2020-08-03 02:03:44,6,0,4,5
2020-08-03 02:03:45,1,0,2,0
2020-08-03 02:03:46,1,0,2,0
2020-08-03 02:03:47,5,0,2,0
2020-08-03 02:03:48,4,0,3,0
2020-08-03 02:03:49,9,0,0,0
2020-08-03 02:03:50,12,0,1,0
2020-08-03 02:03:51,22,0,0,0
2020-08-03 02:03:52,2,0,0,0
2020-08-03 02:03:53,10,0,0,0
2020-08-03 02:03:54,3,0,0,0
2020-08-03 02:04:13,4,0,0,0
2020-08-03 02:04:14,2,5,4,0
2020-08-03 02:04:15,1,1,2,0
2020-08-03 02:04:16,2,3,2,0
2020-08-03 02:04:17,1,1,2,0
2020-08-03 02:04:18,2,2,2,0
2020-08-03 02:04:19,2,2,2,0
2020-08-03 02:04:20,2,1,0,0
2020-08-03 02:04:21,2,2,2,0
2020-08-03 02:04:22,2,1,1,0
2020-08-03 02:04:23,6,5,1,0
2020-08-03 02:04:24,5,1,1,0
2020-08-03 02:04:25,4,0,1,0
2020-08-03 02:04:26,5,2,0,0
2020-08-03 02:04:27,2,0,0,0
2020-08-03 02:04:28,9,4,0,0
2020-08-03 02:04:29,12,0,0,0
2020-08-03 02:04:30,2,0,0,0
2020-08-03 02:04:44,5,2,1,0
2020-08-03 02:04:45,0,3,2,0
2020-08-03 02:04:46,3,3,4,0
2020-08-03 02:04:47,2,2,2,0
2020-08-03 02:04:48,1,1,2,0
2020-08-03 02:04:49,2,2,1,0
2020-08-03 02:04:50,3,3,1,0
2020-08-03 02:04:51,2,2,0,0
2020-08-03 02:04:52,5,3,1,0
2020-08-03 02:04:53,3,1,0,0
2020-08-03 02:04:54,4,0,0,0
2020-08-03 02:04:55,11,4,1,0
2020-08-03 02:04:56,4,4,0,0
2020-08-03 02:04:57,7,1,0,0
2020-08-03 02:04:58,5,0,0,0
2020-08-03 02:04:59,2,0,0,0
2020-08-03 02:05:00,4,3,0,0
2020-08-03 02:05:01,7,1,0,0
2020-08-03 02:05:13,5,0,0,0
2020-08-03 02:05:14,2,5,7,7
2020-08-03 02:05:15,2,0,0,0
2020-08-03 02:05:16,2,0,3,3
2020-08-03 02:05:17,1,0,1,1
2020-08-03 02:05:18,1,0,2,1
2020-08-03 02:05:19,3,0,1,2
2020-08-03 02:05:20,2,0,4,2
2020-08-03 02:05:21,3,0,1,2
2020-08-03 02:05:22,3,0,5,0
2020-08-03 02:05:23,1,0,1,0
2020-08-03 02:05:24,2,0,2,0
2020-08-03 02:05:25,3,0,1,0
2020-08-03 02:05:26,3,0,5,1
2020-08-03 02:05:27,5,0,1,1
2020-08-03 02:05:28,5,0,3,0
2020-08-03 02:05:29,4,0,0,0
2020-08-03 02:05:30,4,0,2,0
2020-08-03 02:05:31,1,0,0,0
2020-08-03 02:05:32,0,0,1,0
2020-08-03 02:05:33,6,0,1,0
2020-08-03 02:05:34,2,0,1,0
2020-08-03 02:05:35,1,0,1,0
2020-08-03 02:05:36,1,0,1,0
2020-08-03 02:05:38,13,0,1,0
2020-08-03 02:05:43,4,0,0,0
2020-08-03 02:05:44,1,5,3,3
2020-08-03 02:05:45,2,2,4,2
2020-08-03 02:05:47,1,0,0,0
2020-08-03 02:05:48,2,3,2,0
2020-08-03 02:05:49,4,4,5,0
2020-08-03 02:05:50,4,4,2,0
2020-08-03 02:05:51,10,3,1,0
2020-08-03 02:05:52,4,2,0,0
2020-08-03 02:05:53,8,0,2,0
2020-08-03 02:05:54,5,2,1,0
2020-08-03 02:05:55,8,2,0,0
2020-08-03 02:05:56,10,3,0,0
2020-08-03 02:05:57,11,0,0,0
2020-08-03 02:05:58,4,0,0,0
2020-08-03 02:05:59,7,0,0,0
2020-08-03 02:06:14,8,0,6,6
2020-08-03 02:06:15,0,0,2,2
2020-08-03 02:06:16,1,0,0,0
2020-08-03 02:06:17,0,0,1,1
2020-08-03 02:06:19,1,0,0,1
2020-08-03 02:06:20,0,0,1,0
2020-08-03 02:06:22,1,0,0,0
2020-08-03 02:06:23,2,0,3,3
2020-08-03 02:06:24,4,0,2,0
2020-08-03 02:06:25,4,0,4,1
2020-08-03 02:06:26,3,0,3,1
2020-08-03 02:06:27,2,0,3,0
2020-08-03 02:06:28,2,0,2,0
2020-08-03 02:06:29,3,0,3,0
2020-08-03 02:06:30,4,0,4,0
2020-08-03 02:06:31,3,0,0,0
2020-08-03 02:06:32,3,0,0,0
2020-08-03 02:06:33,1,0,0,0
2020-08-03 02:06:34,3,0,0,0
2020-08-03 02:06:35,7,0,1,0
2020-08-03 02:06:36,2,0,1,0
2020-08-03 02:06:37,2,0,0,0
2020-08-03 02:06:38,3,0,0,0
2020-08-03 02:06:39,5,0,1,0
2020-08-03 02:06:40,7,0,2,0
2020-08-03 02:06:41,1,0,0,0
2020-08-03 02:06:42,0,0,1,0
2020-08-03 02:06:44,5,5,4,0
2020-08-03 02:06:45,2,2,2,0
2020-08-03 02:06:46,3,0,1,0
2020-08-03 02:06:47,1,0,0,0
2020-08-03 02:06:48,5,2,2,0
2020-08-03 02:06:49,4,0,0,0
2020-08-03 02:06:50,3,4,4,0
2020-08-03 02:06:51,3,4,1,0
2020-08-03 02:06:52,4,5,0,0
2020-08-03 02:06:53,6,3,0,0
2020-08-03 02:06:54,20,3,1,0
2020-08-03 02:06:55,9,2,0,0
2020-08-03 02:06:56,13,4,0,0
2020-08-03 02:06:57,7,1,0,0
2020-08-03 02:06:58,8,0,0,0
2020-08-03 02:07:13,5,0,0,2
2020-08-03 02:07:14,2,0,6,5
2020-08-03 02:07:15,1,0,2,1
2020-08-03 02:07:16,5,0,5,1
2020-08-03 02:07:17,3,0,3,0
2020-08-03 02:07:18,2,0,2,0
2020-08-03 02:07:19,2,0,2,1
2020-08-03 02:07:20,2,0,2,0
2020-08-03 02:07:21,3,0,2,0
2020-08-03 02:07:22,5,0,2,0
2020-08-03 02:07:23,4,0,1,0
2020-08-03 02:07:24,1,0,1,0
2020-08-03 02:07:27,2,0,1,0
2020-08-03 02:07:28,5,0,3,0
2020-08-03 02:07:29,5,0,1,0
2020-08-03 02:07:30,1,0,1,0
2020-08-03 02:07:31,2,0,0,0
2020-08-03 02:07:32,6,0,1,0
2020-08-03 02:07:33,3,0,3,0
2020-08-03 02:07:34,1,0,1,0
2020-08-03 02:07:37,1,0,1,0
2020-08-03 02:07:38,7,0,0,0
2020-08-03 02:07:39,5,0,0,0
2020-08-03 02:07:40,2,0,0,0
2020-08-03 02:07:44,4,4,1,2
2020-08-03 02:07:45,0,0,2,2
2020-08-03 02:07:46,0,0,1,0
2020-08-03 02:07:47,1,0,0,0
2020-08-03 02:07:48,0,1,1,0
2020-08-03 02:07:49,1,1,1,0
2020-08-03 02:07:50,2,1,0,0
2020-08-03 02:07:51,2,3,3,1
2020-08-03 02:07:52,2,0,1,0
2020-08-03 02:07:53,7,3,3,0
2020-08-03 02:07:54,6,1,1,0
2020-08-03 02:07:55,10,0,0,0
2020-08-03 02:07:56,2,0,0,0
2020-08-03 02:07:57,4,0,0,0
2020-08-03 02:07:58,7,0,0,0
2020-08-03 02:07:59,13,1,1,0
2020-08-03 02:08:00,5,0,0,0
2020-08-03 02:08:01,5,0,0,0
2020-08-03 02:08:02,4,0,0,0
2020-08-03 02:08:03,6,0,0,0
2020-08-03 02:08:05,4,0,0,0
2020-08-03 02:08:13,4,0,0,0
2020-08-03 02:08:14,1,0,4,5
2020-08-03 02:08:15,0,0,1,0
2020-08-03 02:08:16,1,0,1,1
2020-08-03 02:08:19,2,0,1,1
2020-08-03 02:08:20,2,0,3,3
2020-08-03 02:08:21,1,0,1,1
2020-08-03 02:08:22,3,0,1,1
2020-08-03 02:08:23,3,0,5,5
2020-08-03 02:08:24,3,0,1,1
2020-08-03 02:08:25,2,0,3,1
2020-08-03 02:08:26,1,0,0,0
2020-08-03 02:08:28,5,0,1,1
2020-08-03 02:08:29,7,0,1,0
2020-08-03 02:08:30,8,0,1,0
2020-08-03 02:08:31,6,0,1,0
2020-08-03 02:08:32,6,0,0,0
2020-08-03 02:08:33,10,0,0,0
2020-08-03 02:08:34,15,0,0,0
2020-08-03 02:08:35,5,0,0,0
2020-08-03 02:08:36,1,0,0,0
2020-08-03 02:08:37,4,0,0,0
2020-08-03 02:08:43,4,1,0,0
2020-08-03 02:08:44,3,6,6,6
2020-08-03 02:08:46,0,0,1,1
2020-08-03 02:08:48,1,0,0,0
2020-08-03 02:08:49,1,2,1,2
2020-08-03 02:08:50,2,2,1,2
2020-08-03 02:08:51,1,1,3,1
2020-08-03 02:08:52,1,0,0,0
2020-08-03 02:08:53,0,1,1,1
2020-08-03 02:08:54,4,2,3,3
2020-08-03 02:08:55,1,0,2,2
2020-08-03 02:08:56,3,0,1,0
2020-08-03 02:08:57,2,0,3,1
2020-08-03 02:08:58,3,0,3,1
2020-08-03 02:08:59,0,0,1,0
2020-08-03 02:09:00,2,0,2,0
2020-08-03 02:09:01,2,0,1,0
2020-08-03 02:09:02,1,0,2,0
2020-08-03 02:09:03,5,0,3,0
2020-08-03 02:09:04,2,0,4,0
2020-08-03 02:09:05,3,0,3,0
2020-08-03 02:09:06,5,0,2,0
2020-08-03 02:09:07,8,0,0,0
2020-08-03 02:09:08,1,0,1,0
2020-08-03 02:09:09,5,0,1,0
2020-08-03 02:09:10,1,0,2,0
2020-08-03 02:09:11,8,0,1,0
2020-08-03 02:09:13,7,0,1,0
2020-08-03 02:09:14,5,5,3,2
2020-08-03 02:09:15,4,0,3,3
2020-08-03 02:09:16,3,0,0,0
2020-08-03 02:09:18,4,2,1,0
2020-08-03 02:09:19,2,0,1,0
2020-08-03 02:09:20,4,6,4,0
2020-08-03 02:09:21,3,3,5,0
2020-08-03 02:09:22,5,3,2,0
2020-08-03 02:09:23,6,5,1,0
2020-08-03 02:09:24,9,2,1,0
2020-08-03 02:09:25,5,1,0,0
2020-08-03 02:09:26,16,3,0,0
2020-08-03 02:09:27,20,5,0,0
2020-08-03 02:09:28,6,0,0,0
2020-08-03 02:09:29,10,0,0,0
2020-08-03 02:09:30,7,0,0,0
2020-08-03 02:09:43,2,0,0,0
2020-08-03 02:09:44,3,5,5,5
2020-08-03 02:09:45,1,0,0,0
2020-08-03 02:09:46,0,1,1,1
2020-08-03 02:09:49,2,1,0,0
2020-08-03 02:09:50,2,2,2,3
2020-08-03 02:09:51,2,1,1,0
2020-08-03 02:09:52,0,2,1,1
2020-08-03 02:09:53,2,0,3,3
2020-08-03 02:09:54,2,0,1,1
2020-08-03 02:09:55,6,2,3,1
2020-08-03 02:09:56,4,0,1,1
2020-08-03 02:09:57,5,0,0,0
2020-08-03 02:09:58,3,1,1,1
2020-08-03 02:09:59,4,0,1,1
2020-08-03 02:10:00,3,0,3,2
2020-08-03 02:10:01,2,0,0,0
2020-08-03 02:10:02,6,0,1,0
2020-08-03 02:10:03,30,0,1,0
2020-08-03 02:10:04,6,0,0,0
2020-08-03 02:10:05,1,0,0,0
2020-08-03 02:10:06,6,0,0,0
2020-08-03 02:10:07,7,0,0,0
2020-08-03 02:10:08,1,0,0,0
2020-08-03 02:10:14,4,4,4,4
2020-08-03 02:10:15,2,1,1,1
2020-08-03 02:10:16,0,1,1,1
2020-08-03 02:10:17,1,1,0,0
2020-08-03 02:10:18,1,1,1,1
2020-08-03 02:10:19,0,0,1,0
2020-08-03 02:10:20,2,1,1,0
2020-08-03 02:10:21,2,3,3,3
2020-08-03 02:10:22,1,1,0,0
2020-08-03 02:10:23,2,1,1,0
2020-08-03 02:10:24,2,1,2,0
2020-08-03 02:10:25,2,2,3,0
2020-08-03 02:10:26,3,1,2,0
2020-08-03 02:10:27,2,1,3,0
2020-08-03 02:10:28,2,0,2,0
2020-08-03 02:10:29,1,1,2,0
2020-08-03 02:10:30,5,0,1,0
2020-08-03 02:10:31,7,0,2,0
2020-08-03 02:10:32,7,0,0,0
2020-08-03 02:10:33,2,0,1,0
2020-08-03 02:10:34,3,0,0,0
2020-08-03 02:10:35,2,0,0,0
2020-08-03 02:10:36,4,0,3,0
2020-08-03 02:10:37,3,0,0,0
2020-08-03 02:10:38,8,0,0,0
2020-08-03 02:10:39,10,0,0,0
2020-08-03 02:10:40,5,0,1,0
2020-08-03 02:10:42,1,0,0,0
2020-08-03 02:10:43,3,0,0,0
2020-08-03 02:10:44,10,6,0,3
2020-08-03 02:10:45,7,5,0,2
2020-08-03 02:10:46,5,6,0,0
2020-08-03 02:10:47,10,5,0,0
2020-08-03 02:10:48,7,4,0,0
2020-08-03 02:10:49,14,6,0,0
2020-08-03 02:10:50,14,2,0,0
2020-08-03 02:10:51,8,1,0,0
2020-08-03 02:10:52,12,0,0,0
2020-08-03 02:10:53,11,0,0,0
2020-08-03 02:11:13,5,0,0,0
2020-08-03 02:11:14,1,5,5,5
2020-08-03 02:11:15,0,0,1,1
2020-08-03 02:11:16,4,0,2,2
2020-08-03 02:11:17,1,0,1,2
2020-08-03 02:11:18,2,0,0,0
2020-08-03 02:11:19,1,0,0,0
2020-08-03 02:11:20,5,0,3,3
2020-08-03 02:11:21,5,0,1,2
2020-08-03 02:11:22,4,0,1,1
2020-08-03 02:11:23,13,0,0,2
2020-08-03 02:11:24,10,0,0,0
2020-08-03 02:11:25,8,0,1,1
2020-08-03 02:11:26,11,0,0,0
2020-08-03 02:11:27,9,0,0,0
2020-08-03 02:11:28,6,0,0,1
2020-08-03 02:11:29,4,0,0,0
2020-08-03 02:11:30,6,0,0,0
2020-08-03 02:11:43,5,0,0,0
2020-08-03 02:11:44,0,5,5,5
2020-08-03 02:11:46,1,1,0,0
2020-08-03 02:11:47,1,1,1,1
2020-08-03 02:11:48,2,1,1,1
2020-08-03 02:11:49,1,2,2,2
2020-08-03 02:11:50,1,1,2,1
2020-08-03 02:11:51,2,2,1,0
2020-08-03 02:11:52,1,1,2,0
2020-08-03 02:11:53,1,1,1,0
2020-08-03 02:11:54,2,1,0,0
2020-08-03 02:11:55,2,3,3,0
2020-08-03 02:11:56,1,1,1,0
2020-08-03 02:11:57,4,1,0,0
2020-08-03 02:11:58,9,4,3,0
2020-08-03 02:11:59,5,1,0,0
2020-08-03 02:12:00,7,1,0,0
2020-08-03 02:12:01,6,1,1,0
2020-08-03 02:12:02,9,3,2,0
2020-08-03 02:12:03,7,2,0,0
2020-08-03 02:12:04,11,0,0,0
2020-08-03 02:12:05,4,1,0,0
2020-08-03 02:12:06,3,1,0,0
2020-08-03 02:12:07,6,0,0,0
2020-08-03 02:12:08,1,0,0,0
2020-08-03 02:12:10,3,0,0,0
2020-08-03 02:12:13,1,0,0,0
2020-08-03 02:12:14,8,6,0,6
2020-08-03 02:12:15,8,3,0,2
2020-08-03 02:12:16,11,0,0,0
2020-08-03 02:12:17,13,1,0,2
2020-08-03 02:12:18,17,0,0,0
2020-08-03 02:12:19,22,0,0,0
2020-08-03 02:12:20,8,0,0,0
2020-08-03 02:12:21,8,0,0,0
2020-08-03 02:12:22,11,0,0,0
2020-08-03 02:12:23,3,0,0,0
2020-08-03 02:12:44,5,5,4,4
2020-08-03 02:12:45,4,2,2,2
2020-08-03 02:12:46,2,1,0,0
2020-08-03 02:12:47,3,1,1,2
2020-08-03 02:12:49,2,0,1,0
2020-08-03 02:12:50,5,1,0,0
2020-08-03 02:12:51,8,3,1,1
2020-08-03 02:12:52,16,0,1,1
2020-08-03 02:12:53,9,0,0,0
2020-08-03 02:12:54,10,1,0,0
2020-08-03 02:12:55,14,0,0,0
2020-08-03 02:12:56,8,0,0,0
2020-08-03 02:13:03,4,1,0,0
2020-08-03 02:13:04,3,0,0,0
2020-08-03 02:13:05,7,0,0,0
2020-08-03 02:13:06,3,0,0,0
2020-08-03 02:13:07,2,0,0,0
2020-08-03 02:13:13,5,0,0,0
2020-08-03 02:13:14,0,5,4,5
2020-08-03 02:13:15,0,0,1,0
2020-08-03 02:13:16,2,2,1,1
2020-08-03 02:13:17,2,2,2,1
2020-08-03 02:13:18,3,3,4,2
2020-08-03 02:13:19,1,1,0,0
2020-08-03 02:13:20,2,0,1,1
2020-08-03 02:13:21,0,2,2,0
2020-08-03 02:13:22,3,2,2,0
2020-08-03 02:13:23,3,4,2,0
2020-08-03 02:13:24,2,2,3,0
2020-08-03 02:13:25,2,2,1,0
2020-08-03 02:13:26,1,0,2,0
2020-08-03 02:13:27,0,1,1,0
2020-08-03 02:13:28,5,3,2,0
2020-08-03 02:13:29,5,0,1,0
2020-08-03 02:13:30,9,1,1,0
2020-08-03 02:13:31,12,0,0,0
2020-08-03 02:13:32,15,0,0,0
2020-08-03 02:13:33,12,0,0,0
2020-08-03 02:13:34,12,0,0,0
2020-08-03 02:13:35,4,0,0,0
2020-08-03 02:13:43,3,0,0,0
2020-08-03 02:13:44,2,3,3,0
2020-08-03 02:13:45,0,2,1,0
2020-08-03 02:13:46,0,0,1,0
2020-08-03 02:13:47,1,0,0,0
2020-08-03 02:13:48,0,1,1,0
2020-08-03 02:13:49,3,2,2,0
2020-08-03 02:13:50,1,0,0,0
2020-08-03 02:13:51,0,2,2,0
2020-08-03 02:13:52,2,1,2,0
2020-08-03 02:13:53,2,2,0,0
2020-08-03 02:13:54,1,0,2,0
2020-08-03 02:13:55,1,0,1,0
2020-08-03 02:13:56,3,2,3,0
2020-08-03 02:13:57,3,0,3,0
2020-08-03 02:13:58,2,0,3,0
2020-08-03 02:13:59,1,0,1,0
2020-08-03 02:14:00,3,0,3,0
2020-08-03 02:14:01,7,0,5,0
2020-08-03 02:14:02,2,0,1,0
2020-08-03 02:14:03,5,0,1,0
