Fecha,nro_registro,nro_actualiza,nro_consulta,nro_elimina
2020-08-03 03:13:52,14,2,0,0
2020-08-03 03:13:53,8,0,0,0
2020-08-03 03:13:54,1,0,0,0
2020-08-03 03:14:15,12,9,0,0
2020-08-03 03:14:16,8,7,0,0
2020-08-03 03:14:17,19,4,0,0
2020-08-03 03:14:18,17,0,0,0
2020-08-03 03:14:19,6,0,0,0
2020-08-03 03:14:20,8,0,0,0
2020-08-03 03:14:44,10,9,0,6
2020-08-03 03:14:45,7,4,0,8
2020-08-03 03:14:46,15,2,0,3
2020-08-03 03:14:47,10,0,0,2
2020-08-03 03:14:48,14,0,0,1
2020-08-03 03:14:49,6,0,0,0
2020-08-03 03:14:50,13,0,0,0
2020-08-03 03:15:14,5,4,4,4
2020-08-03 03:15:15,0,1,0,0
2020-08-03 03:15:16,0,0,1,1
2020-08-03 03:15:17,2,1,0,2
2020-08-03 03:15:18,4,0,0,0
2020-08-03 03:15:19,3,0,0,0
2020-08-03 03:15:20,3,1,0,1
2020-08-03 03:15:21,3,1,0,2
2020-08-03 03:15:22,14,1,0,3
2020-08-03 03:15:23,15,1,0,2
2020-08-03 03:15:24,4,0,0,0
2020-08-03 03:15:25,5,0,0,0
2020-08-03 03:15:26,2,0,0,0
2020-08-03 03:15:44,5,5,2,2
2020-08-03 03:15:45,0,0,3,3
2020-08-03 03:15:46,1,1,1,0
2020-08-03 03:15:47,1,1,1,0
2020-08-03 03:15:48,2,2,2,0
2020-08-03 03:15:49,1,1,1,0
2020-08-03 03:15:50,1,0,0,0
2020-08-03 03:15:51,2,2,1,0
2020-08-03 03:15:52,3,3,4,0
2020-08-03 03:15:53,1,1,1,0
2020-08-03 03:15:54,0,1,0,0
2020-08-03 03:15:55,2,0,1,0
2020-08-03 03:15:56,0,2,2,0
2020-08-03 03:15:57,1,0,1,0
2020-08-03 03:15:58,1,0,0,0
2020-08-03 03:15:59,6,2,2,0
2020-08-03 03:16:00,3,1,1,0
2020-08-03 03:16:01,1,3,3,0
2020-08-03 03:16:02,1,0,1,0
2020-08-03 03:16:05,1,0,1,0
2020-08-03 03:16:06,1,0,1,0
2020-08-03 03:16:07,3,0,0,0
2020-08-03 03:16:08,5,0,0,0
2020-08-03 03:16:09,6,0,1,0
2020-08-03 03:16:10,7,0,0,0
2020-08-03 03:16:14,5,3,3,0
2020-08-03 03:16:15,1,3,3,0
2020-08-03 03:16:17,1,1,0,0
2020-08-03 03:16:18,0,0,1,0
2020-08-03 03:16:19,1,0,0,0
2020-08-03 03:16:20,0,1,1,0
2020-08-03 03:16:21,2,1,0,0
2020-08-03 03:16:22,3,4,2,0
2020-08-03 03:16:23,4,4,2,0
2020-08-03 03:16:24,8,3,0,0
2020-08-03 03:16:25,2,1,2,0
2020-08-03 03:16:26,6,6,0,0
2020-08-03 03:16:27,7,3,1,0
2020-08-03 03:16:28,2,0,0,0
2020-08-03 03:16:29,7,5,0,0
2020-08-03 03:16:30,5,5,0,0
2020-08-03 03:16:31,6,0,0,0
2020-08-03 03:16:44,5,5,5,0
2020-08-03 03:16:46,1,0,0,0
2020-08-03 03:16:47,0,1,1,0
2020-08-03 03:16:48,4,0,0,0
2020-08-03 03:16:49,2,0,0,0
2020-08-03 03:16:50,2,1,1,0
2020-08-03 03:16:51,3,2,1,0
2020-08-03 03:16:52,4,1,2,0
2020-08-03 03:16:53,7,0,0,0
2020-08-03 03:16:54,3,0,0,0
2020-08-03 03:16:55,2,0,0,0
2020-08-03 03:16:56,5,0,0,0
2020-08-03 03:16:59,6,0,0,0
2020-08-03 03:17:00,1,0,0,0
2020-08-03 03:17:14,5,5,0,0
2020-08-03 03:17:15,6,5,0,5
2020-08-03 03:17:16,15,11,0,0
2020-08-03 03:17:17,15,3,0,0
2020-08-03 03:17:18,9,1,0,0
2020-08-03 03:17:44,5,4,0,1
2020-08-03 03:17:45,0,1,4,3
2020-08-03 03:17:46,4,4,4,1
2020-08-03 03:17:47,0,0,1,0
2020-08-03 03:17:48,4,2,0,0
2020-08-03 03:17:49,4,0,0,0
2020-08-03 03:17:50,4,0,0,0
2020-08-03 03:17:51,1,1,0,0
2020-08-03 03:17:52,7,2,0,0
2020-08-03 03:17:53,2,0,1,0
2020-08-03 03:17:54,1,0,0,0
2020-08-03 03:17:55,8,1,0,0
2020-08-03 03:17:56,2,0,0,0
2020-08-03 03:17:57,6,0,0,0
2020-08-03 03:17:58,2,0,0,0
2020-08-03 03:18:14,5,5,5,5
2020-08-03 03:18:16,2,1,1,0
2020-08-03 03:18:17,0,1,1,0
2020-08-03 03:18:18,1,0,0,0
2020-08-03 03:18:19,0,1,1,0
2020-08-03 03:18:20,2,0,1,0
2020-08-03 03:18:21,3,1,1,0
2020-08-03 03:18:22,6,3,2,0
2020-08-03 03:18:23,1,1,2,0
2020-08-03 03:18:24,1,0,1,0
2020-08-03 03:18:25,5,0,1,0
2020-08-03 03:18:26,4,2,2,0
2020-08-03 03:18:27,2,0,1,0
2020-08-03 03:18:28,6,0,1,0
2020-08-03 03:18:29,2,0,0,0
2020-08-03 03:18:30,4,0,0,0
2020-08-03 03:18:31,6,0,0,0
2020-08-03 03:18:44,5,5,0,0
2020-08-03 03:18:45,0,0,3,3
2020-08-03 03:18:46,1,1,2,2
2020-08-03 03:18:47,0,0,1,1
2020-08-03 03:18:48,2,1,1,1
2020-08-03 03:18:49,0,1,1,1
2020-08-03 03:18:51,2,0,0,0
2020-08-03 03:18:52,1,3,2,2
2020-08-03 03:18:53,0,0,1,1
2020-08-03 03:18:54,2,0,0,0
2020-08-03 03:18:55,1,3,1,1
2020-08-03 03:18:56,1,0,2,1
2020-08-03 03:18:57,1,1,1,0
2020-08-03 03:18:58,2,2,0,1
2020-08-03 03:18:59,3,3,1,1
2020-08-03 03:19:00,2,2,3,0
2020-08-03 03:19:01,0,1,1,0
2020-08-03 03:19:02,1,1,1,0
2020-08-03 03:19:03,4,2,0,0
2020-08-03 03:19:04,1,3,1,0
2020-08-03 03:19:05,0,0,1,0
2020-08-03 03:19:07,1,1,0,0
2020-08-03 03:19:08,2,2,0,0
2020-08-03 03:19:09,1,1,1,0
2020-08-03 03:19:10,4,4,1,0
2020-08-03 03:19:11,3,3,0,0
2020-08-03 03:19:14,6,5,2,4
2020-08-03 03:19:15,1,2,5,1
2020-08-03 03:19:17,3,3,0,0
2020-08-03 03:19:18,2,2,1,0
2020-08-03 03:19:19,3,1,0,0
2020-08-03 03:19:20,3,2,1,0
2020-08-03 03:19:21,3,3,1,0
2020-08-03 03:19:22,5,5,0,0
2020-08-03 03:19:23,2,2,0,0
2020-08-03 03:19:24,3,1,0,0
2020-08-03 03:19:25,1,2,0,0
2020-08-03 03:19:26,2,1,0,0
2020-08-03 03:19:27,0,1,0,0
2020-08-03 03:19:28,1,0,0,0
2020-08-03 03:19:44,5,5,5,5
2020-08-03 03:19:45,1,1,1,0
2020-08-03 03:19:46,1,1,0,0
2020-08-03 03:19:47,0,0,1,0
2020-08-03 03:19:51,1,0,0,0
2020-08-03 03:19:52,1,1,1,0
2020-08-03 03:19:53,3,4,3,0
2020-08-03 03:19:54,1,1,2,0
2020-08-03 03:19:55,1,0,1,0
2020-08-03 03:19:56,1,1,0,0
2020-08-03 03:19:57,2,2,1,0
2020-08-03 03:19:58,2,2,3,0
2020-08-03 03:19:59,3,2,3,0
2020-08-03 03:20:00,1,0,1,0
2020-08-03 03:20:01,0,0,1,0
2020-08-03 03:20:03,2,0,2,0
2020-08-03 03:20:04,2,0,2,0
2020-08-03 03:20:05,2,0,2,0
2020-08-03 03:20:06,1,0,1,0
2020-08-03 03:20:10,4,0,3,0
2020-08-03 03:20:11,0,0,1,0
2020-08-03 03:20:14,5,0,2,2
2020-08-03 03:20:15,3,0,3,3
2020-08-03 03:20:16,1,0,0,0
2020-08-03 03:20:18,3,0,0,0
2020-08-03 03:20:19,3,0,1,0
2020-08-03 03:20:20,4,0,0,0
2020-08-03 03:20:21,7,0,0,0
2020-08-03 03:20:44,5,2,0,2
2020-08-03 03:20:45,0,2,3,1
2020-08-03 03:20:46,0,1,1,1
2020-08-03 03:20:47,1,1,2,2
2020-08-03 03:20:48,4,3,2,2
2020-08-03 03:20:49,1,1,0,0
2020-08-03 03:20:50,2,1,0,0
2020-08-03 03:20:51,1,1,0,1
2020-08-03 03:20:52,1,1,2,1
2020-08-03 03:20:53,1,1,0,0
2020-08-03 03:20:54,4,3,0,0
2020-08-03 03:20:55,5,3,0,0
2020-08-03 03:20:56,10,5,0,0
2020-08-03 03:21:14,5,5,1,1
2020-08-03 03:21:15,0,0,4,4
2020-08-03 03:21:16,2,2,2,0
2020-08-03 03:21:18,2,2,1,0
2020-08-03 03:21:20,0,0,1,0
2020-08-03 03:21:21,2,0,1,0
2020-08-03 03:21:22,1,1,2,0
2020-08-03 03:21:24,3,1,1,0
2020-08-03 03:21:25,2,2,1,0
2020-08-03 03:21:26,3,1,3,0
2020-08-03 03:21:27,2,0,2,0
2020-08-03 03:21:28,2,1,3,0
2020-08-03 03:21:29,2,0,0,0
2020-08-03 03:21:31,1,0,1,0
2020-08-03 03:21:32,4,0,0,0
2020-08-03 03:21:34,1,0,1,0
2020-08-03 03:21:37,1,0,1,0
2020-08-03 03:21:39,2,0,0,0
2020-08-03 03:21:44,6,0,5,0
2020-08-03 03:21:45,1,0,1,0
2020-08-03 03:21:46,1,0,2,0
2020-08-03 03:21:47,2,0,1,0
2020-08-03 03:21:48,1,0,3,0
2020-08-03 03:21:49,1,0,2,0
2020-08-03 03:21:50,1,0,2,0
2020-08-03 03:21:51,1,0,1,0
2020-08-03 03:21:52,2,0,1,0
2020-08-03 03:21:53,1,0,5,0
2020-08-03 03:21:54,2,0,2,0
2020-08-03 03:21:55,1,0,2,0
2020-08-03 03:21:56,0,0,1,0
2020-08-03 03:22:00,0,0,4,0
2020-08-03 03:22:01,0,0,3,0
2020-08-03 03:22:02,0,0,2,0
2020-08-03 03:22:05,0,0,2,0
2020-08-03 03:22:06,0,0,4,0
2020-08-03 03:22:09,0,0,2,0
2020-08-03 03:22:14,4,0,0,0
2020-08-03 03:22:15,1,0,4,4
2020-08-03 03:22:16,0,0,1,1
2020-08-03 03:22:17,2,0,2,0
2020-08-03 03:22:18,2,0,2,0
2020-08-03 03:22:19,3,0,3,0
2020-08-03 03:22:20,3,0,4,0
2020-08-03 03:22:21,0,0,3,0
2020-08-03 03:22:22,0,0,1,0
2020-08-03 03:22:23,0,0,5,0
2020-08-03 03:22:24,0,0,1,0
2020-08-03 03:22:26,0,0,4,0
2020-08-03 03:22:27,0,0,2,0
2020-08-03 03:22:28,0,0,2,0
2020-08-03 03:22:34,0,0,1,0
2020-08-03 03:22:44,5,3,3,3
2020-08-03 03:22:45,0,2,2,2
2020-08-03 03:22:46,3,3,1,2
2020-08-03 03:22:47,0,1,2,2
2020-08-03 03:22:48,0,1,2,1
2020-08-03 03:22:49,0,1,1,1
2020-08-03 03:22:52,2,1,0,0
2020-08-03 03:22:53,0,2,2,3
2020-08-03 03:22:54,0,1,2,2
2020-08-03 03:22:55,0,0,2,0
2020-08-03 03:22:57,0,1,0,1
2020-08-03 03:22:58,0,3,4,4
2020-08-03 03:22:59,0,0,3,1
2020-08-03 03:23:00,0,0,1,0
2020-08-03 03:23:02,0,1,4,3
2020-08-03 03:23:05,0,0,1,0
2020-08-03 03:23:14,6,6,2,2
2020-08-03 03:23:15,0,0,4,4
2020-08-03 03:23:16,1,1,0,0
2020-08-03 03:23:17,2,2,2,2
2020-08-03 03:23:18,1,1,2,2
2020-08-03 03:23:19,0,1,0,0
2020-08-03 03:23:20,0,1,1,1
2020-08-03 03:23:21,1,0,1,1
2020-08-03 03:23:22,2,6,3,3
2020-08-03 03:23:23,1,1,3,2
2020-08-03 03:23:24,0,1,2,0
2020-08-03 03:23:25,0,0,1,1
2020-08-03 03:23:27,0,1,1,1
2020-08-03 03:23:29,1,1,1,1
2020-08-03 03:23:30,0,3,2,2
2020-08-03 03:23:31,0,1,2,1
2020-08-03 03:23:32,0,1,1,0
2020-08-03 03:23:33,0,1,0,0
2020-08-03 03:23:34,0,0,1,0
2020-08-03 03:23:35,0,3,3,1
2020-08-03 03:23:36,0,1,1,1
2020-08-03 03:23:37,0,1,1,0
2020-08-03 03:23:38,0,0,2,0
2020-08-03 03:23:39,0,0,1,0
2020-08-03 03:23:43,0,1,1,0
2020-08-03 03:23:44,5,2,0,0
2020-08-03 03:23:45,0,11,0,12
2020-08-03 03:23:46,0,8,1,3
2020-08-03 03:23:48,0,0,1,0
2020-08-03 03:24:14,5,5,5,5
2020-08-03 03:24:15,0,2,2,0
2020-08-03 03:24:16,0,2,2,0
2020-08-03 03:24:19,0,1,1,0
2020-08-03 03:24:20,0,2,1,0
2020-08-03 03:24:21,0,1,2,0
2020-08-03 03:24:22,0,0,1,0
2020-08-03 03:24:23,0,2,2,0
2020-08-03 03:24:24,0,2,2,0
2020-08-03 03:24:25,0,1,2,0
2020-08-03 03:24:26,0,1,1,0
2020-08-03 03:24:27,0,0,1,0
2020-08-03 03:24:28,0,1,2,0
2020-08-03 03:24:32,0,0,1,0
2020-08-03 03:24:44,5,0,5,5
2020-08-03 03:24:46,0,0,3,3
2020-08-03 03:24:47,0,0,3,1
2020-08-03 03:24:51,0,0,1,1
2020-08-03 03:24:53,0,0,2,1
2020-08-03 03:24:54,0,0,3,3
2020-08-03 03:24:55,0,0,8,1
2020-08-03 03:24:56,0,0,1,0
2020-08-03 03:24:58,0,0,1,0
2020-08-03 03:24:59,0,0,3,0
2020-08-03 03:25:00,0,0,2,0
2020-08-03 03:25:01,0,0,2,0
2020-08-03 03:25:06,0,0,2,0
2020-08-03 03:25:07,0,0,1,0
2020-08-03 03:25:09,0,0,1,0
2020-08-03 03:25:11,0,0,2,0
2020-08-03 03:25:14,6,5,4,4
2020-08-03 03:25:15,0,1,1,1
2020-08-03 03:25:16,3,3,1,1
2020-08-03 03:25:17,0,0,3,3
2020-08-03 03:25:18,2,2,2,0
2020-08-03 03:25:19,0,1,1,0
2020-08-03 03:25:20,2,0,0,0
2020-08-03 03:25:21,1,1,0,1
2020-08-03 03:25:22,0,3,3,0
2020-08-03 03:25:23,0,0,1,0
2020-08-03 03:25:24,0,1,1,0
2020-08-03 03:25:29,0,1,1,0
2020-08-03 03:25:30,1,2,2,0
2020-08-03 03:25:31,0,0,1,0
2020-08-03 03:25:32,0,1,2,0
2020-08-03 03:25:33,0,1,2,0
2020-08-03 03:25:34,0,1,0,0
2020-08-03 03:25:35,0,0,1,0
2020-08-03 03:25:36,0,1,1,0
2020-08-03 03:25:37,0,1,0,0
2020-08-03 03:25:38,0,0,2,0
2020-08-03 03:25:40,0,0,1,0
2020-08-03 03:25:41,0,0,1,0
2020-08-03 03:25:44,3,3,1,0
2020-08-03 03:25:45,4,3,6,5
2020-08-03 03:25:46,1,1,3,2
2020-08-03 03:25:47,0,2,3,2
2020-08-03 03:25:48,0,2,2,2
2020-08-03 03:25:49,1,2,0,2
2020-08-03 03:25:50,1,1,2,0
2020-08-03 03:25:51,0,1,1,2
2020-08-03 03:25:52,0,1,1,0
2020-08-03 03:25:53,0,3,3,2
2020-08-03 03:25:54,0,1,1,0
2020-08-03 03:25:55,0,1,1,1
2020-08-03 03:25:56,0,1,2,0
2020-08-03 03:25:57,0,1,1,1
2020-08-03 03:25:58,0,1,1,1
2020-08-03 03:25:59,0,0,1,0
2020-08-03 03:26:00,0,1,1,0
2020-08-03 03:26:01,0,0,1,0
2020-08-03 03:26:02,0,1,1,0
2020-08-03 03:26:04,0,1,1,0
2020-08-03 03:26:05,0,3,3,0
2020-08-03 03:26:06,0,0,4,0
2020-08-03 03:26:07,0,0,1,0
2020-08-03 03:26:08,0,0,2,0
2020-08-03 03:26:10,0,0,1,0
2020-08-03 03:26:14,1,0,0,0
2020-08-03 03:26:15,4,4,4,0
2020-08-03 03:26:16,2,3,2,0
2020-08-03 03:26:17,0,0,1,0
2020-08-03 03:26:18,1,0,0,0
2020-08-03 03:26:19,0,1,1,0
2020-08-03 03:26:21,0,1,1,0
2020-08-03 03:26:22,1,0,0,0
2020-08-03 03:26:23,1,3,2,0
2020-08-03 03:26:24,0,1,2,0
2020-08-03 03:26:25,0,1,1,0
2020-08-03 03:26:26,0,2,1,0
2020-08-03 03:26:27,0,1,2,0
2020-08-03 03:26:28,0,2,1,0
2020-08-03 03:26:29,0,2,3,0
2020-08-03 03:26:32,0,3,3,0
2020-08-03 03:26:33,0,2,1,0
2020-08-03 03:26:34,0,3,4,0
2020-08-03 03:26:35,0,1,1,0
2020-08-03 03:26:36,0,2,0,0
2020-08-03 03:26:37,0,0,2,0
2020-08-03 03:26:39,0,1,1,0
2020-08-03 03:26:40,0,2,0,0
2020-08-03 03:26:41,0,3,5,0
2020-08-03 03:26:42,0,1,1,0
2020-08-03 03:26:44,2,2,0,2
2020-08-03 03:26:45,3,3,4,2
2020-08-03 03:26:46,2,1,2,1
2020-08-03 03:26:47,0,0,2,2
2020-08-03 03:26:50,2,0,2,2
2020-08-03 03:26:51,5,0,4,1
2020-08-03 03:26:52,0,0,1,0
2020-08-03 03:26:56,1,0,0,0
2020-08-03 03:26:57,0,0,1,0
2020-08-03 03:27:14,5,5,4,5
2020-08-03 03:27:15,0,0,1,0
2020-08-03 03:27:17,1,0,0,0
2020-08-03 03:27:18,1,2,1,1
2020-08-03 03:27:19,0,0,1,1
2020-08-03 03:27:20,1,1,0,0
2020-08-03 03:27:21,1,1,1,2
2020-08-03 03:27:22,0,0,1,0
2020-08-03 03:27:23,2,2,1,1
2020-08-03 03:27:24,1,0,1,1
2020-08-03 03:27:25,1,1,1,1
2020-08-03 03:27:26,0,1,0,0
2020-08-03 03:27:27,1,1,1,2
2020-08-03 03:27:28,0,0,1,0
2020-08-03 03:27:29,1,0,0,0
2020-08-03 03:27:30,0,1,1,2
2020-08-03 03:27:32,1,0,0,1
2020-08-03 03:27:33,0,1,1,1
2020-08-03 03:27:35,1,1,0,0
2020-08-03 03:27:36,1,1,1,1
2020-08-03 03:27:37,0,0,1,1
2020-08-03 03:27:39,0,0,0,1
2020-08-03 03:27:40,1,1,0,0
2020-08-03 03:27:41,0,0,1,1
2020-08-03 03:27:43,0,0,0,1
2020-08-03 03:27:44,5,5,3,0
2020-08-03 03:27:45,1,1,2,0
2020-08-03 03:27:46,2,1,2,0
2020-08-03 03:27:47,2,2,1,0
2020-08-03 03:27:48,3,2,2,1
2020-08-03 03:27:49,3,3,5,1
2020-08-03 03:27:50,4,3,3,0
2020-08-03 03:27:51,2,3,4,0
2020-08-03 03:27:52,1,0,1,0
2020-08-03 03:27:55,2,1,1,0
2020-08-03 03:27:56,2,0,3,0
2020-08-03 03:27:57,2,0,2,0
2020-08-03 03:27:58,1,0,3,0
2020-08-03 03:27:59,0,0,1,0
2020-08-03 03:28:01,1,0,1,0
2020-08-03 03:28:03,0,0,1,0
2020-08-03 03:28:06,0,0,1,0
2020-08-03 03:28:14,2,1,1,1
2020-08-03 03:28:15,3,2,1,1
2020-08-03 03:28:16,1,3,3,4
2020-08-03 03:28:17,2,0,1,0
2020-08-03 03:28:18,0,2,2,2
2020-08-03 03:28:19,1,0,1,1
2020-08-03 03:28:20,1,1,0,0
2020-08-03 03:28:21,1,1,1,2
2020-08-03 03:28:22,2,0,1,0
2020-08-03 03:28:23,3,0,2,2
2020-08-03 03:28:24,2,0,3,3
2020-08-03 03:28:25,1,0,3,3
2020-08-03 03:28:26,2,0,1,1
2020-08-03 03:28:27,1,0,1,1
2020-08-03 03:28:28,1,0,2,1
2020-08-03 03:28:30,3,0,1,0
2020-08-03 03:28:31,0,0,2,1
2020-08-03 03:28:32,1,0,3,1
2020-08-03 03:28:34,1,0,3,1
2020-08-03 03:28:35,0,0,1,0
2020-08-03 03:28:36,0,0,2,0
2020-08-03 03:28:37,0,0,2,0
2020-08-03 03:28:38,2,0,3,0
2020-08-03 03:28:39,0,0,1,0
2020-08-03 03:28:40,0,0,2,0
2020-08-03 03:28:42,0,0,1,0
2020-08-03 03:28:44,5,4,6,4
2020-08-03 03:28:45,1,1,0,0
2020-08-03 03:28:46,0,1,2,2
2020-08-03 03:28:47,1,1,1,1
2020-08-03 03:28:48,1,1,0,0
2020-08-03 03:28:49,0,0,1,1
2020-08-03 03:28:50,2,2,3,2
2020-08-03 03:28:51,2,2,3,0
2020-08-03 03:28:52,1,0,2,2
2020-08-03 03:28:53,1,1,2,2
2020-08-03 03:28:54,2,0,1,2
2020-08-03 03:28:55,3,2,2,1
2020-08-03 03:28:56,0,0,2,2
2020-08-03 03:28:57,1,0,1,1
2020-08-03 03:28:58,1,0,1,0
2020-08-03 03:28:59,1,0,1,0
2020-08-03 03:29:00,1,0,0,0
2020-08-03 03:29:01,0,0,1,1
2020-08-03 03:29:02,2,0,0,1
2020-08-03 03:29:03,1,0,3,1
2020-08-03 03:29:04,2,0,2,1
2020-08-03 03:29:05,1,0,2,0
2020-08-03 03:29:06,1,0,3,0
2020-08-03 03:29:07,1,0,0,0
2020-08-03 03:29:08,0,0,2,1
2020-08-03 03:29:09,1,0,1,0
2020-08-03 03:29:10,3,0,3,0
2020-08-03 03:29:11,0,0,1,0
2020-08-03 03:29:12,0,0,1,0
2020-08-03 03:29:14,5,4,0,0
2020-08-03 03:29:15,0,1,5,4
2020-08-03 03:29:16,3,0,5,4
2020-08-03 03:29:17,2,0,5,2
2020-08-03 03:29:18,1,0,2,1
2020-08-03 03:29:19,0,0,1,0
2020-08-03 03:29:20,2,0,1,1
2020-08-03 03:29:21,1,0,1,1
2020-08-03 03:29:22,1,0,2,2
2020-08-03 03:29:23,1,0,1,0
2020-08-03 03:29:24,0,0,1,1
2020-08-03 03:29:25,1,0,1,0
2020-08-03 03:29:26,5,0,4,2
2020-08-03 03:29:27,3,0,5,2
2020-08-03 03:29:28,2,0,1,0
2020-08-03 03:29:29,1,0,2,0
2020-08-03 03:29:31,1,0,1,0
2020-08-03 03:29:32,2,0,2,0
2020-08-03 03:29:33,4,0,4,0
2020-08-03 03:29:44,5,0,0,0
2020-08-03 03:29:45,0,5,5,5
2020-08-03 03:29:46,2,2,0,0
2020-08-03 03:29:47,1,0,2,2
2020-08-03 03:29:49,2,3,1,2
2020-08-03 03:29:50,5,4,1,5
2020-08-03 03:29:51,8,0,0,2
2020-08-03 03:29:52,1,2,0,0
2020-08-03 03:29:53,1,0,1,3
2020-08-03 03:29:54,4,1,0,1
2020-08-03 03:29:55,5,1,0,2
2020-08-03 03:29:56,2,2,0,2
2020-08-03 03:29:57,3,0,0,1
2020-08-03 03:29:58,1,0,0,0
2020-08-03 03:30:14,5,5,5,0
2020-08-03 03:30:15,3,3,2,0
2020-08-03 03:30:16,0,0,1,0
2020-08-03 03:30:17,1,1,0,0
2020-08-03 03:30:18,1,0,1,0
2020-08-03 03:30:19,1,2,1,0
2020-08-03 03:30:20,2,2,2,0
2020-08-03 03:30:21,3,3,2,0
2020-08-03 03:30:22,0,0,2,0
2020-08-03 03:30:24,2,2,1,0
2020-08-03 03:30:25,0,0,1,0
2020-08-03 03:30:26,6,4,4,0
2020-08-03 03:30:27,1,3,2,0
2020-08-03 03:30:28,0,0,1,0
2020-08-03 03:30:29,1,0,1,0
2020-08-03 03:30:31,2,1,1,0
2020-08-03 03:30:32,2,1,1,0
2020-08-03 03:30:33,2,0,1,0
2020-08-03 03:30:34,2,3,3,0
2020-08-03 03:30:35,1,0,2,0
2020-08-03 03:30:36,1,0,0,0
2020-08-03 03:30:37,1,0,0,0
2020-08-03 03:30:38,1,0,1,0
2020-08-03 03:30:39,1,0,0,0
2020-08-03 03:30:40,1,0,0,0
2020-08-03 03:30:44,5,5,5,5
2020-08-03 03:30:45,1,0,1,1
2020-08-03 03:30:46,1,0,0,0
2020-08-03 03:30:47,0,0,1,1
2020-08-03 03:30:49,1,0,0,1
2020-08-03 03:30:50,6,0,0,0
2020-08-03 03:30:51,0,0,1,1
2020-08-03 03:30:52,2,0,0,0
2020-08-03 03:30:53,1,0,2,2
2020-08-03 03:30:54,4,0,0,2
2020-08-03 03:30:55,11,0,0,1
2020-08-03 03:30:56,2,0,0,0
2020-08-03 03:30:57,6,0,0,1
2020-08-03 03:31:14,5,3,0,1
2020-08-03 03:31:15,0,1,3,2
2020-08-03 03:31:16,0,1,1,1
2020-08-03 03:31:17,1,1,2,2
2020-08-03 03:31:18,3,3,3,3
2020-08-03 03:31:19,2,0,0,0
2020-08-03 03:31:20,3,4,3,3
2020-08-03 03:31:21,2,2,1,1
2020-08-03 03:31:22,2,2,0,0
2020-08-03 03:31:23,3,1,1,2
2020-08-03 03:31:24,4,2,1,0
2020-08-03 03:31:25,0,1,1,1
2020-08-03 03:31:26,1,1,2,2
2020-08-03 03:31:27,2,2,1,1
2020-08-03 03:31:28,2,1,0,0
2020-08-03 03:31:29,2,0,0,0
2020-08-03 03:31:30,1,0,0,0
2020-08-03 03:31:31,1,1,1,1
2020-08-03 03:31:32,5,4,0,0
2020-08-03 03:31:33,14,5,0,0
2020-08-03 03:31:34,2,0,0,0
2020-08-03 03:31:44,5,4,3,4
2020-08-03 03:31:45,0,1,1,1
2020-08-03 03:31:46,2,1,1,1
2020-08-03 03:31:47,1,2,2,1
2020-08-03 03:31:48,2,1,1,1
2020-08-03 03:31:49,0,1,2,2
2020-08-03 03:31:50,2,2,1,1
2020-08-03 03:31:51,5,2,1,2
2020-08-03 03:31:52,6,0,1,0
2020-08-03 03:31:53,0,1,1,1
2020-08-03 03:31:54,8,2,0,1
2020-08-03 03:31:55,4,1,1,0
2020-08-03 03:31:56,3,0,0,0
2020-08-03 03:31:57,2,1,0,0
2020-08-03 03:31:58,1,1,0,0
2020-08-03 03:31:59,10,0,0,0
2020-08-03 03:32:00,3,0,0,0
2020-08-03 03:32:01,1,0,0,0
2020-08-03 03:32:14,5,2,2,0
2020-08-03 03:32:15,0,3,3,0
2020-08-03 03:32:16,1,0,0,0
2020-08-03 03:32:17,1,2,2,0
2020-08-03 03:32:18,2,2,0,0
2020-08-03 03:32:19,0,0,2,0
2020-08-03 03:32:20,1,1,1,0
2020-08-03 03:32:21,1,1,1,0
2020-08-03 03:32:22,1,0,0,0
2020-08-03 03:32:23,1,2,2,0
2020-08-03 03:32:24,2,2,2,0
2020-08-03 03:32:25,2,2,1,0
2020-08-03 03:32:26,1,1,2,0
2020-08-03 03:32:27,2,1,1,0
2020-08-03 03:32:28,1,1,1,0
2020-08-03 03:32:29,1,1,2,0
2020-08-03 03:32:31,2,1,1,0
2020-08-03 03:32:32,1,2,1,0
2020-08-03 03:32:33,0,0,1,0
2020-08-03 03:32:34,1,1,1,0
2020-08-03 03:32:35,5,1,0,0
2020-08-03 03:32:36,2,0,2,0
2020-08-03 03:32:37,0,1,1,0
2020-08-03 03:32:38,1,1,1,0
2020-08-03 03:32:39,1,1,1,0
2020-08-03 03:32:40,1,1,0,0
2020-08-03 03:32:41,2,0,2,0
2020-08-03 03:32:42,4,0,1,0
2020-08-03 03:32:44,6,5,0,0
2020-08-03 03:32:45,8,6,1,5
2020-08-03 03:32:46,7,1,0,0
2020-08-03 03:32:47,17,7,0,0
2020-08-03 03:32:48,19,1,0,0
2020-08-03 03:32:49,20,0,0,0
2020-08-03 03:32:50,6,0,0,0
2020-08-03 03:33:14,5,5,1,5
2020-08-03 03:33:15,0,0,4,0
2020-08-03 03:33:16,5,4,3,0
2020-08-03 03:33:17,1,1,2,0
2020-08-03 03:33:18,0,1,0,0
2020-08-03 03:33:19,3,3,3,0
2020-08-03 03:33:20,1,0,1,0
2020-08-03 03:33:21,0,0,1,0
2020-08-03 03:33:22,1,1,1,0
2020-08-03 03:33:24,2,1,1,0
2020-08-03 03:33:25,1,0,1,0
