Fecha,MemoriaUsadaJVM(bytes)
2020-08-02 23:57:38,85746216
2020-08-02 23:57:48,95235952
2020-08-02 23:57:58,106512088
2020-08-02 23:58:08,107966552
2020-08-02 23:58:18,122287264
2020-08-02 23:58:28,139901152
2020-08-02 23:58:38,141344312
2020-08-02 23:58:48,152639936
2020-08-02 23:58:58,70296880
2020-08-02 23:59:08,79924704
2020-08-02 23:59:18,84765464
2020-08-02 23:59:28,104288552
2020-08-02 23:59:38,105640952
2020-08-02 23:59:48,121824824
2020-08-02 23:59:58,152061792
2020-08-03 00:00:08,153421696
2020-08-03 00:00:18,63648136
2020-08-03 00:00:28,91111800
2020-08-03 00:00:38,96364320
2020-08-03 00:00:48,102498952
2020-08-03 00:00:58,132600192
2020-08-03 00:01:08,133975320
2020-08-03 00:01:18,149723296
2020-08-03 00:01:28,71901480
2020-08-03 00:01:38,73237200
2020-08-03 00:01:48,89601920
2020-08-03 00:01:58,110867224
2020-08-03 00:02:08,112208744
2020-08-03 00:02:18,124497544
2020-08-03 00:02:28,143777064
2020-08-03 00:02:38,145201304
2020-08-03 00:02:48,64553168
2020-08-03 00:02:58,94222608
2020-08-03 00:03:08,98469960
2020-08-03 00:03:18,113014296
2020-08-03 00:03:28,118675200
2020-08-03 00:03:38,120050696
2020-08-03 00:03:48,132887576
2020-08-03 00:03:58,140318728
2020-08-03 00:04:08,141678208
2020-08-03 00:04:18,65476104
2020-08-03 00:04:28,89140600
2020-08-03 00:04:38,90511016
2020-08-03 00:04:48,104846720
2020-08-03 00:04:58,125794736
2020-08-03 00:05:08,127087688
2020-08-03 00:05:18,144508736
2020-08-03 00:05:28,82128432
2020-08-03 00:05:38,88567040
2020-08-03 00:05:48,104261768
2020-08-03 00:05:58,115499440
2020-08-03 00:06:08,116960480
2020-08-03 00:06:18,131258048
2020-08-03 00:06:28,139407336
2020-08-03 00:06:38,140737384
2020-08-03 00:06:48,71370640
2020-08-03 00:06:58,101035984
2020-08-03 00:07:08,104566904
2020-08-03 00:07:19,120120616
2020-08-03 00:07:29,68443584
2020-08-03 00:07:39,69797864
2020-08-03 00:07:49,78553712
2020-08-03 00:07:59,91512120
2020-08-03 00:08:09,92866744
2020-08-03 00:08:19,107726744
2020-08-03 00:08:29,137305928
2020-08-03 00:08:39,64830536
2020-08-03 00:08:49,84507552
2020-08-03 00:08:59,115008968
2020-08-03 00:09:09,116336384
2020-08-03 00:09:19,135343608
2020-08-03 00:09:29,93776496
2020-08-03 00:09:39,95467416
2020-08-03 00:09:49,107627184
2020-08-03 00:09:59,113978136
2020-08-03 00:10:09,115360144
2020-08-03 00:10:19,135440912
2020-08-03 00:10:29,91203320
2020-08-03 00:10:39,96797888
2020-08-03 00:10:49,117543152
2020-08-03 00:10:59,68409080
2020-08-03 00:11:09,69756792
2020-08-03 00:11:19,87338416
2020-08-03 00:11:29,98021216
2020-08-03 00:11:39,99355016
2020-08-03 00:11:49,115863840
2020-08-03 00:11:59,62291176
2020-08-03 00:12:09,63636608
2020-08-03 00:12:19,78232296
2020-08-03 00:12:29,85938168
2020-08-03 00:12:39,87394288
2020-08-03 00:12:49,107275496
2020-08-03 00:12:59,70323344
2020-08-03 00:13:09,72438400
2020-08-03 00:13:19,80769664
2020-08-03 00:13:29,105638496
2020-08-03 00:13:39,106935752
2020-08-03 00:13:49,123392352
2020-08-03 00:13:59,80032288
2020-08-03 00:14:09,81674136
2020-08-03 00:14:19,102502248
2020-08-03 00:14:29,115923720
2020-08-03 00:14:39,117298768
2020-08-03 00:14:49,71476576
2020-08-03 00:14:59,88542912
2020-08-03 00:15:09,89947344
2020-08-03 00:15:19,103671280
2020-08-03 00:15:29,76178784
2020-08-03 00:15:39,80701432
2020-08-03 00:15:49,102385184
2020-08-03 00:15:59,109212752
2020-08-03 00:16:09,110596448
2020-08-03 00:16:19,121440232
2020-08-03 00:16:29,122819736
2020-08-03 00:16:39,61151392
2020-08-03 00:16:49,77081640
2020-08-03 00:16:59,80822344
2020-08-03 00:17:09,82122472
2020-08-03 00:17:19,96359376
2020-08-03 00:17:29,100256816
2020-08-03 00:17:39,101688696
2020-08-03 00:17:49,119040992
2020-08-03 00:17:59,62356440
2020-08-03 00:18:10,63658360
2020-08-03 00:18:20,86525616
2020-08-03 00:18:30,92475456
2020-08-03 00:18:40,93913440
2020-08-03 00:18:50,105403112
2020-08-03 00:19:00,111730520
2020-08-03 00:19:10,113023032
2020-08-03 00:19:20,119554384
2020-08-03 00:19:30,61789304
2020-08-03 00:19:40,63085624
2020-08-03 00:19:50,78574008
2020-08-03 00:20:00,82518136
2020-08-03 00:20:10,83869360
2020-08-03 00:20:20,96198168
2020-08-03 00:20:30,73812584
2020-08-03 00:20:40,78517520
2020-08-03 00:20:50,99412832
2020-08-03 00:21:00,76134080
2020-08-03 00:21:10,77496968
2020-08-03 00:21:20,94369784
2020-08-03 00:21:30,68414968
2020-08-03 00:21:40,69807992
2020-08-03 00:21:50,94214640
2020-08-03 00:22:00,64064120
2020-08-03 00:22:10,65482296
2020-08-03 00:22:20,89772800
2020-08-03 00:22:30,105255720
2020-08-03 00:22:40,106557216
2020-08-03 00:22:50,75725208
2020-08-03 00:23:00,99451544
2020-08-03 00:23:10,100821216
2020-08-03 00:23:20,109538096
2020-08-03 00:23:30,78991168
2020-08-03 00:23:40,80355656
2020-08-03 00:23:50,98098728
2020-08-03 00:24:00,99459048
2020-08-03 00:24:10,100835312
2020-08-03 00:24:20,105014712
2020-08-03 00:24:30,106417352
2020-08-03 00:24:40,107781336
2020-08-03 00:24:50,72671360
2020-08-03 00:25:00,92186328
2020-08-03 00:25:10,93636176
2020-08-03 00:25:20,100942360
2020-08-03 00:25:30,102385800
2020-08-03 00:25:40,103684008
2020-08-03 00:25:50,77817480
2020-08-03 00:26:00,102332704
2020-08-03 00:26:10,106721224
2020-08-03 00:26:20,78404032
2020-08-03 00:26:30,86704720
2020-08-03 00:26:40,88037416
2020-08-03 00:26:50,64101696
2020-08-03 00:27:00,66785328
2020-08-03 00:27:10,68189008
2020-08-03 00:27:20,84503968
2020-08-03 00:27:30,68190272
2020-08-03 00:27:40,69545272
2020-08-03 00:27:50,99212352
2020-08-03 00:28:00,86952864
2020-08-03 00:28:10,88331800
2020-08-03 00:28:20,100819136
2020-08-03 00:28:30,102167368
2020-08-03 00:28:40,103515808
2020-08-03 00:28:50,83192176
2020-08-03 00:29:01,100822952
2020-08-03 00:29:11,102136552
2020-08-03 00:29:21,83381720
2020-08-03 00:29:31,73934168
2020-08-03 00:29:41,75476312
2020-08-03 00:29:51,92832216
2020-08-03 00:30:01,94355408
2020-08-03 00:30:11,95724312
2020-08-03 00:30:21,71492640
2020-08-03 00:30:31,69635200
2020-08-03 00:30:41,75088208
2020-08-03 00:30:51,91736120
2020-08-03 00:31:01,74555456
2020-08-03 00:31:11,75926320
2020-08-03 00:31:21,90261952
2020-08-03 00:31:31,91616432
2020-08-03 00:31:41,92964728
2020-08-03 00:31:51,74928184
2020-08-03 00:32:01,76891344
2020-08-03 00:32:11,78230336
2020-08-03 00:32:21,90913824
2020-08-03 00:32:31,92537664
2020-08-03 00:32:41,93916912
2020-08-03 00:32:51,76680048
2020-08-03 00:33:01,87477808
2020-08-03 00:33:11,88844056
2020-08-03 00:33:21,76126544
2020-08-03 00:33:31,75865816
2020-08-03 00:33:41,78960888
2020-08-03 00:33:51,93508536
2020-08-03 00:34:01,77046264
2020-08-03 00:34:11,78403360
2020-08-03 00:34:21,77235104
2020-08-03 00:34:31,81829376
2020-08-03 00:34:41,83177528
2020-08-03 00:34:51,70860808
2020-08-03 00:35:01,84429312
2020-08-03 00:35:11,85759512
2020-08-03 00:35:21,77306008
2020-08-03 00:35:31,92072560
2020-08-03 00:35:41,93374504
2020-08-03 00:35:51,89043600
2020-08-03 00:36:01,62618256
2020-08-03 00:36:11,63981424
2020-08-03 00:36:21,91194896
2020-08-03 00:36:31,70855632
2020-08-03 00:36:41,80814448
2020-08-03 00:36:51,66409704
2020-08-03 00:37:01,82219616
2020-08-03 00:37:11,83550984
2020-08-03 00:37:21,73996864
2020-08-03 00:37:31,67000976
2020-08-03 00:37:41,68352944
2020-08-03 00:37:51,84923184
2020-08-03 00:38:01,61035392
2020-08-03 00:38:11,62452344
2020-08-03 00:38:21,79067232
2020-08-03 00:38:31,86958280
2020-08-03 00:38:41,88349864
2020-08-03 00:38:51,76124024
2020-08-03 00:39:01,81057776
2020-08-03 00:39:11,82399464
2020-08-03 00:39:21,74454872
2020-08-03 00:39:31,75130768
2020-08-03 00:39:41,76557376
2020-08-03 00:39:51,77416224
2020-08-03 00:40:02,65439040
2020-08-03 00:40:12,66823976
2020-08-03 00:40:22,83066352
2020-08-03 00:40:32,85577760
2020-08-03 00:40:42,86935264
2020-08-03 00:40:52,85179216
2020-08-03 00:41:02,63507952
2020-08-03 00:41:12,64878752
2020-08-03 00:41:22,61701888
2020-08-03 00:41:32,63269152
2020-08-03 00:41:42,64641752
2020-08-03 00:41:52,70428152
2020-08-03 00:42:02,82829296
2020-08-03 00:42:12,84195328
2020-08-03 00:42:22,78306416
2020-08-03 00:42:32,84005720
2020-08-03 00:42:42,86813656
2020-08-03 00:42:52,68395368
2020-08-03 00:43:02,77053872
2020-08-03 00:43:12,78413344
2020-08-03 00:43:22,80669416
2020-08-03 00:43:32,72311104
2020-08-03 00:43:42,61061304
2020-08-03 00:43:52,73729016
2020-08-03 00:44:02,68163472
2020-08-03 00:44:12,69540648
2020-08-03 00:44:22,73582112
2020-08-03 00:44:32,71666400
2020-08-03 00:44:42,73045216
2020-08-03 00:44:52,70176728
2020-08-03 00:45:02,73777472
2020-08-03 00:45:12,78701496
2020-08-03 00:45:22,80534568
2020-08-03 00:45:32,85020640
2020-08-03 00:45:42,86371960
2020-08-03 00:45:52,64062680
2020-08-03 00:46:02,80688856
2020-08-03 00:46:12,82113072
2020-08-03 00:46:22,77378560
2020-08-03 00:46:32,78747376
2020-08-03 00:46:42,80108608
2020-08-03 00:46:52,77303688
2020-08-03 00:47:02,80352536
2020-08-03 00:47:12,81701288
2020-08-03 00:47:22,82716368
2020-08-03 00:47:32,63348392
2020-08-03 00:47:42,66690296
2020-08-03 00:47:52,76360184
2020-08-03 00:48:02,61210968
2020-08-03 00:48:12,62607464
2020-08-03 00:48:22,62940648
2020-08-03 00:48:32,85540008
2020-08-03 00:48:42,87928464
2020-08-03 00:48:52,72666880
2020-08-03 00:49:02,85600728
2020-08-03 00:49:12,68416432
2020-08-03 00:49:22,83358968
2020-08-03 00:49:32,64436224
2020-08-03 00:49:42,65798120
2020-08-03 00:49:52,82477656
2020-08-03 00:50:02,79550904
2020-08-03 00:50:12,80912488
2020-08-03 00:50:22,81492168
2020-08-03 00:50:32,64025704
2020-08-03 00:50:42,65418712
2020-08-03 00:50:52,79863096
2020-08-03 00:51:03,87296784
2020-08-03 00:51:13,88675952
2020-08-03 00:51:23,72516248
2020-08-03 00:51:33,84196976
2020-08-03 00:51:43,68547680
2020-08-03 00:51:53,79230432
2020-08-03 00:52:03,73765752
2020-08-03 00:52:13,76441584
2020-08-03 00:52:23,72490368
2020-08-03 00:52:33,78685816
2020-08-03 00:52:43,88359840
2020-08-03 00:52:53,82106560
2020-08-03 00:53:03,66735048
2020-08-03 00:53:13,68110784
2020-08-03 00:53:23,84078912
2020-08-03 00:53:33,85952704
2020-08-03 00:53:43,65198096
2020-08-03 00:53:53,68196320
2020-08-03 00:54:03,69575232
2020-08-03 00:54:13,70949304
2020-08-03 00:54:23,79781496
2020-08-03 00:54:33,70706120
2020-08-03 00:54:43,72063888
2020-08-03 00:54:53,76521448
2020-08-03 00:55:03,77256904
2020-08-03 00:55:13,83920944
2020-08-03 00:55:23,71538536
2020-08-03 00:55:33,81969528
2020-08-03 00:55:43,83338760
2020-08-03 00:55:53,81425088
2020-08-03 00:56:03,65711984
2020-08-03 00:56:13,67107624
2020-08-03 00:56:23,72911744
2020-08-03 00:56:33,85238704
2020-08-03 00:56:43,86588424
2020-08-03 00:56:53,86369408
2020-08-03 00:57:03,66479792
2020-08-03 00:57:13,68511704
2020-08-03 00:57:23,79530760
2020-08-03 00:57:33,82959696
2020-08-03 00:57:43,84318328
2020-08-03 00:57:53,83847384
2020-08-03 00:58:03,76483560
2020-08-03 00:58:13,67127472
2020-08-03 00:58:23,77125480
2020-08-03 00:58:33,80242848
2020-08-03 00:58:43,73969128
2020-08-03 00:58:53,85576640
2020-08-03 00:59:03,86945632
2020-08-03 00:59:13,88358120
2020-08-03 00:59:23,66353952
2020-08-03 00:59:33,67725208
2020-08-03 00:59:43,70338392
2020-08-03 00:59:53,82709080
2020-08-03 01:00:03,84878008
2020-08-03 01:00:13,65102504
2020-08-03 01:00:23,74963192
2020-08-03 01:00:33,79911328
2020-08-03 01:00:43,81444904
2020-08-03 01:00:53,73777744
2020-08-03 01:01:03,75139568
2020-08-03 01:01:13,78210136
2020-08-03 01:01:23,65233304
2020-08-03 01:01:33,66617296
2020-08-03 01:01:43,69347608
2020-08-03 01:01:54,85460056
2020-08-03 01:02:04,89667224
2020-08-03 01:02:14,67567200
2020-08-03 01:02:24,75902864
2020-08-03 01:02:34,77272408
2020-08-03 01:02:44,80320472
2020-08-03 01:02:54,76195984
2020-08-03 01:03:04,75677576
2020-08-03 01:03:14,77836024
2020-08-03 01:03:24,73489928
2020-08-03 01:03:34,79494664
2020-08-03 01:03:44,81366936
2020-08-03 01:03:54,74129656
2020-08-03 01:04:04,68205504
2020-08-03 01:04:14,73476752
2020-08-03 01:04:24,69209576
2020-08-03 01:04:34,87087944
2020-08-03 01:04:44,67913864
2020-08-03 01:04:54,80569776
2020-08-03 01:05:04,81948088
2020-08-03 01:05:14,83322608
2020-08-03 01:05:24,85577128
2020-08-03 01:05:34,69241976
2020-08-03 01:05:44,71800672
2020-08-03 01:05:54,82322304
2020-08-03 01:06:04,83669720
2020-08-03 01:06:14,67634992
2020-08-03 01:06:24,76033032
2020-08-03 01:06:34,77380664
2020-08-03 01:06:44,79657600
2020-08-03 01:06:54,75994808
2020-08-03 01:07:04,77357368
2020-08-03 01:07:14,80765384
2020-08-03 01:07:24,74790160
2020-08-03 01:07:34,83636736
2020-08-03 01:07:44,66035560
2020-08-03 01:07:54,73177776
2020-08-03 01:08:04,74552840
2020-08-03 01:08:14,79162312
2020-08-03 01:08:24,78523880
2020-08-03 01:08:34,79888680
2020-08-03 01:08:44,83708712
2020-08-03 01:08:54,78658152
2020-08-03 01:09:04,78907720
2020-08-03 01:09:14,82007104
2020-08-03 01:09:24,79248512
2020-08-03 01:09:34,70118760
2020-08-03 01:09:44,74509136
2020-08-03 01:09:54,72527744
2020-08-03 01:10:04,82188288
2020-08-03 01:10:14,86034424
2020-08-03 01:10:24,77962536
2020-08-03 01:10:34,79328104
2020-08-03 01:10:44,81920720
2020-08-03 01:10:54,73410216
2020-08-03 01:11:04,76763464
2020-08-03 01:11:14,81323368
2020-08-03 01:11:24,67694208
2020-08-03 01:11:34,76870824
2020-08-03 01:11:44,81139928
2020-08-03 01:11:54,72770864
2020-08-03 01:12:04,76419928
2020-08-03 01:12:14,79911680
2020-08-03 01:12:24,75031336
2020-08-03 01:12:34,85570496
2020-08-03 01:12:44,68938464
2020-08-03 01:12:55,69464544
2020-08-03 01:13:05,82161016
2020-08-03 01:13:15,90924024
2020-08-03 01:13:25,85663512
2020-08-03 01:13:35,76017184
2020-08-03 01:13:45,82067160
2020-08-03 01:13:55,80903240
2020-08-03 01:14:05,87069744
2020-08-03 01:14:15,80595328
2020-08-03 01:14:25,81231744
2020-08-03 01:14:35,88817560
2020-08-03 01:14:45,75913112
2020-08-03 01:14:55,73926544
2020-08-03 01:15:05,76093328
2020-08-03 01:15:15,79625232
2020-08-03 01:15:25,82410672
2020-08-03 01:15:35,72676840
2020-08-03 01:15:45,77131288
2020-08-03 01:15:55,85071184
2020-08-03 01:16:05,76613656
2020-08-03 01:16:15,86640168
2020-08-03 01:16:25,81871016
2020-08-03 01:16:35,73909072
2020-08-03 01:16:45,77715936
2020-08-03 01:16:55,91485896
2020-08-03 01:17:05,84794032
2020-08-03 01:17:15,83524000
2020-08-03 01:17:25,87741504
2020-08-03 01:17:35,89117352
2020-08-03 01:17:45,74842192
2020-08-03 01:17:55,82200888
2020-08-03 01:18:05,90397344
2020-08-03 01:18:15,78706464
2020-08-03 01:18:25,82549968
2020-08-03 01:18:35,83897880
2020-08-03 01:18:45,73840496
2020-08-03 01:18:55,84469664
2020-08-03 01:19:05,92005416
2020-08-03 01:19:15,75867272
2020-08-03 01:19:25,86265080
2020-08-03 01:19:35,80069736
2020-08-03 01:19:45,88388192
2020-08-03 01:19:55,78708448
2020-08-03 01:20:05,84287792
2020-08-03 01:20:15,74582624
2020-08-03 01:20:25,76533336
2020-08-03 01:20:35,77883496
2020-08-03 01:20:45,80836824
2020-08-03 01:20:55,86794024
2020-08-03 01:21:05,73814776
2020-08-03 01:21:15,78018608
2020-08-03 01:21:25,89117800
2020-08-03 01:21:35,83550384
2020-08-03 01:21:45,89294856
2020-08-03 01:21:55,89818016
2020-08-03 01:22:05,82179632
2020-08-03 01:22:15,87600152
2020-08-03 01:22:25,80536880
2020-08-03 01:22:35,83274528
2020-08-03 01:22:45,89696400
2020-08-03 01:22:55,82509064
2020-08-03 01:23:05,83880176
2020-08-03 01:23:15,75904560
2020-08-03 01:23:25,76613816
2020-08-03 01:23:35,78921608
2020-08-03 01:23:45,84670576
2020-08-03 01:23:56,76252728
2020-08-03 01:24:06,84499616
2020-08-03 01:24:16,75044664
2020-08-03 01:24:26,79957248
2020-08-03 01:24:36,81050592
2020-08-03 01:24:46,77623904
2020-08-03 01:24:56,77774320
2020-08-03 01:25:06,79182704
2020-08-03 01:25:16,86798752
2020-08-03 01:25:26,84562952
2020-08-03 01:25:36,75730824
2020-08-03 01:25:46,88705072
2020-08-03 01:25:56,85964104
2020-08-03 01:26:06,91179800
2020-08-03 01:26:16,79853936
2020-08-03 01:26:26,91609504
2020-08-03 01:26:36,85260208
2020-08-03 01:26:46,77412152
2020-08-03 01:26:56,90580528
2020-08-03 01:27:06,76910520
2020-08-03 01:27:16,82018848
2020-08-03 01:27:26,84557144
2020-08-03 01:27:36,76052416
2020-08-03 01:27:46,80622752
2020-08-03 01:27:56,89385416
2020-08-03 01:28:06,87259640
2020-08-03 01:28:16,86038888
2020-08-03 01:28:26,78699448
2020-08-03 01:28:36,83777512
2020-08-03 01:28:46,75963216
2020-08-03 01:28:56,83788040
2020-08-03 01:29:06,83868688
2020-08-03 01:29:16,77573944
2020-08-03 01:29:26,83950088
2020-08-03 01:29:36,80693704
2020-08-03 01:29:46,86432192
2020-08-03 01:29:56,80330112
2020-08-03 01:30:06,86064560
2020-08-03 01:30:16,82802056
2020-08-03 01:30:26,81216208
2020-08-03 01:30:36,75767400
2020-08-03 01:30:46,82237616
2020-08-03 01:30:56,86416088
2020-08-03 01:31:06,77098504
2020-08-03 01:31:16,83376856
2020-08-03 01:31:26,87795496
2020-08-03 01:31:36,86308592
2020-08-03 01:31:46,78194304
2020-08-03 01:31:56,83476384
2020-08-03 01:32:06,85795272
2020-08-03 01:32:16,81054936
2020-08-03 01:32:26,81795184
2020-08-03 01:32:36,83138008
2020-08-03 01:32:46,79418560
2020-08-03 01:32:56,76272496
2020-08-03 01:33:06,77654696
2020-08-03 01:33:16,83518480
2020-08-03 01:33:26,76264600
2020-08-03 01:33:36,79830224
2020-08-03 01:33:46,85433448
2020-08-03 01:33:56,82445528
2020-08-03 01:34:06,90284824
2020-08-03 01:34:16,89442024
2020-08-03 01:34:26,87664136
2020-08-03 01:34:36,87800976
2020-08-03 01:34:47,88699808
2020-08-03 01:34:57,95105752
2020-08-03 01:35:07,91210960
2020-08-03 01:35:17,90352776
2020-08-03 01:35:27,90520800
2020-08-03 01:35:37,91904528
2020-08-03 01:35:47,90728536
2020-08-03 01:35:57,88499656
2020-08-03 01:36:07,90851192
2020-08-03 01:36:17,92058776
2020-08-03 01:36:27,91505360
2020-08-03 01:36:37,86909024
2020-08-03 01:36:47,92822480
2020-08-03 01:36:57,91079096
2020-08-03 01:37:07,92455304
2020-08-03 01:37:17,90496064
2020-08-03 01:37:27,89909728
2020-08-03 01:37:37,91612992
2020-08-03 01:37:47,91977704
2020-08-03 01:37:57,93034952
2020-08-03 01:38:07,93358232
2020-08-03 01:38:17,93457520
2020-08-03 01:38:27,93378752
2020-08-03 01:38:37,87624712
2020-08-03 01:38:47,94211304
2020-08-03 01:38:57,94487712
2020-08-03 01:39:07,92347192
2020-08-03 01:39:17,93452032
2020-08-03 01:39:27,102680176
2020-08-03 01:39:37,89713976
2020-08-03 01:39:47,92412872
2020-08-03 01:39:57,97316280
2020-08-03 01:40:07,98682408
2020-08-03 01:40:17,89846544
2020-08-03 01:40:27,90532896
2020-08-03 01:40:37,91910048
2020-08-03 01:40:47,99064768
2020-08-03 01:40:57,91548520
2020-08-03 01:41:07,95488808
2020-08-03 01:41:17,101143368
2020-08-03 01:41:27,91708584
2020-08-03 01:41:37,90059520
2020-08-03 01:41:47,91180472
2020-08-03 01:41:57,94273912
2020-08-03 01:42:07,101507632
2020-08-03 01:42:17,96086112
2020-08-03 01:42:27,92740112
2020-08-03 01:42:37,97647480
2020-08-03 01:42:47,91920368
2020-08-03 01:42:57,91589984
2020-08-03 01:43:07,93467688
2020-08-03 01:43:17,90859080
2020-08-03 01:43:27,89664896
2020-08-03 01:43:37,91010168
2020-08-03 01:43:47,94520600
2020-08-03 01:43:57,94451888
2020-08-03 01:44:07,95796264
2020-08-03 01:44:17,93469848
2020-08-03 01:44:27,101982672
2020-08-03 01:44:37,97189272
2020-08-03 01:44:47,92464936
2020-08-03 01:44:57,95362000
2020-08-03 01:45:07,96739440
2020-08-03 01:45:17,92140472
2020-08-03 01:45:27,94379160
2020-08-03 01:45:37,98046504
2020-08-03 01:45:48,95911688
2020-08-03 01:45:58,99971944
2020-08-03 01:46:08,90356192
2020-08-03 01:46:18,97197128
2020-08-03 01:46:28,100459192
2020-08-03 01:46:38,98724008
2020-08-03 01:46:48,94329696
2020-08-03 01:46:58,98838424
2020-08-03 01:47:08,98881840
2020-08-03 01:47:18,95669776
2020-08-03 01:47:28,102258968
2020-08-03 01:47:38,96682472
2020-08-03 01:47:48,97468816
2020-08-03 01:47:58,99756736
2020-08-03 01:48:08,91312976
2020-08-03 01:48:18,97220440
2020-08-03 01:48:28,99106200
2020-08-03 01:48:38,91286432
2020-08-03 01:48:48,93735648
2020-08-03 01:48:58,94383232
2020-08-03 01:49:08,99144608
2020-08-03 01:49:18,97549856
2020-08-03 01:49:28,101873144
2020-08-03 01:49:38,93826304
2020-08-03 01:49:48,99732880
2020-08-03 01:49:58,106120672
2020-08-03 01:50:08,101439208
2020-08-03 01:50:18,98613008
2020-08-03 01:50:28,102095968
2020-08-03 01:50:38,95134792
2020-08-03 01:50:48,101097248
2020-08-03 01:50:58,102942088
2020-08-03 01:51:08,92803992
2020-08-03 01:51:18,96500144
2020-08-03 01:51:28,97738968
2020-08-03 01:51:38,99098344
2020-08-03 01:51:48,98757672
2020-08-03 01:51:58,97879704
2020-08-03 01:52:08,101350400
2020-08-03 01:52:18,95384944
2020-08-03 01:52:28,96759208
2020-08-03 01:52:38,98125936
2020-08-03 01:52:48,98138184
2020-08-03 01:52:58,96009248
2020-08-03 01:53:08,97371112
2020-08-03 01:53:18,95594816
2020-08-03 01:53:28,103259608
2020-08-03 01:53:38,99158544
2020-08-03 01:53:48,100004672
2020-08-03 01:53:58,101065440
2020-08-03 01:54:08,97794480
2020-08-03 01:54:18,104965392
2020-08-03 01:54:28,97063008
2020-08-03 01:54:38,102629808
2020-08-03 01:54:48,107009824
2020-08-03 01:54:58,104682568
2020-08-03 01:55:08,106052040
2020-08-03 01:55:18,105872384
2020-08-03 01:55:28,104030784
2020-08-03 01:55:38,107708520
2020-08-03 01:55:48,103757736
2020-08-03 01:55:58,95682760
2020-08-03 01:56:08,107452544
2020-08-03 01:56:18,104231720
2020-08-03 01:56:28,107342688
2020-08-03 01:56:38,108715768
2020-08-03 01:56:49,103486680
2020-08-03 01:56:59,94363216
2020-08-03 01:57:09,95731096
2020-08-03 01:57:19,96806232
2020-08-03 01:57:29,96660808
2020-08-03 01:57:39,105822512
2020-08-03 01:57:49,102555968
2020-08-03 01:57:59,101519416
2020-08-03 01:58:09,102100296
2020-08-03 01:58:19,99443824
2020-08-03 01:58:29,100835544
2020-08-03 01:58:39,102184504
2020-08-03 01:58:49,101756864
2020-08-03 01:58:59,102336456
2020-08-03 01:59:09,106551104
2020-08-03 01:59:19,101950072
2020-08-03 01:59:29,98083816
2020-08-03 01:59:39,105427496
2020-08-03 01:59:49,102583584
2020-08-03 01:59:59,99861224
2020-08-03 02:00:09,96445088
2020-08-03 02:00:19,103914456
2020-08-03 02:00:29,102406960
2020-08-03 02:00:39,103774448
2020-08-03 02:00:49,102922608
2020-08-03 02:00:59,96288520
2020-08-03 02:01:09,97655432
2020-08-03 02:01:19,101563344
2020-08-03 02:01:29,100362024
2020-08-03 02:01:39,101699736
2020-08-03 02:01:49,103872024
2020-08-03 02:01:59,99406240
2020-08-03 02:02:09,103906992
2020-08-03 02:02:19,104777888
2020-08-03 02:02:29,106974304
2020-08-03 02:02:39,102783800
2020-08-03 02:02:49,98576784
2020-08-03 02:02:59,97571640
2020-08-03 02:03:09,103201448
2020-08-03 02:03:19,100081808
2020-08-03 02:03:29,107688096
2020-08-03 02:03:39,104330224
2020-08-03 02:03:49,111446400
2020-08-03 02:03:59,96944752
2020-08-03 02:04:09,98362768
2020-08-03 02:04:19,99246272
2020-08-03 02:04:29,108356536
2020-08-03 02:04:39,110245088
2020-08-03 02:04:49,108533288
2020-08-03 02:04:59,101994464
2020-08-03 02:05:09,98802120
2020-08-03 02:05:19,107888680
2020-08-03 02:05:29,102290728
2020-08-03 02:05:39,104104072
2020-08-03 02:05:49,103978376
2020-08-03 02:05:59,103360544
2020-08-03 02:06:09,97389208
2020-08-03 02:06:19,104408440
2020-08-03 02:06:29,103670456
2020-08-03 02:06:39,104282696
2020-08-03 02:06:49,104722088
2020-08-03 02:06:59,102163760
2020-08-03 02:07:09,103551880
2020-08-03 02:07:19,104444128
2020-08-03 02:07:29,104304328
2020-08-03 02:07:39,104346248
2020-08-03 02:07:50,106446192
2020-08-03 02:08:00,106501248
2020-08-03 02:08:10,98902952
2020-08-03 02:08:20,107640072
2020-08-03 02:08:30,103752792
2020-08-03 02:08:40,111048184
2020-08-03 02:08:50,108982584
2020-08-03 02:09:00,113237760
2020-08-03 02:09:10,109186176
2020-08-03 02:09:20,112084680
2020-08-03 02:09:30,106690744
2020-08-03 02:09:40,108711792
2020-08-03 02:09:50,112333880
2020-08-03 02:10:00,106767160
2020-08-03 02:10:10,104249728
2020-08-03 02:10:20,109804320
2020-08-03 02:10:30,109477704
2020-08-03 02:10:40,107668800
2020-08-03 02:10:50,107041112
2020-08-03 02:11:00,107345888
2020-08-03 02:11:10,108714488
2020-08-03 02:11:20,103475592
2020-08-03 02:11:30,108950128
2020-08-03 02:11:40,110324072
2020-08-03 02:11:50,108321936
2020-08-03 02:12:00,106841760
2020-08-03 02:12:10,110431016
2020-08-03 02:12:20,107579192
2020-08-03 02:12:30,104625136
2020-08-03 02:12:40,105970784
2020-08-03 02:12:50,109203632
2020-08-03 02:13:00,104460688
2020-08-03 02:13:10,108954984
2020-08-03 02:13:20,110324512
2020-08-03 02:13:30,116958560
2020-08-03 02:13:40,106859152
2020-08-03 02:13:50,115232680
2020-08-03 02:14:00,112282728
2020-08-03 02:14:10,108605816
2020-08-03 02:14:20,112872472
2020-08-03 02:14:30,108269504
2020-08-03 02:14:40,110049824
