Fecha,CPU_Load,Memory_Used,Free_Memory,Free_Disk_D
2020-08-03 03:22:30,4,29.28,2757,85384
2020-08-03 03:22:40,0,29.28,2757,85384
2020-08-03 03:22:50,2,29.28,2757,85384
2020-08-03 03:23:00,4,29.32,2756,85384
2020-08-03 03:23:10,7,29.29,2757,85384
2020-08-03 03:23:20,2,29.29,2757,85384
2020-08-03 03:23:30,2,29.29,2756,85383
2020-08-03 03:23:40,2,29.3,2756,85383
2020-08-03 03:23:50,5,29.28,2756,85383
2020-08-03 03:24:00,0,29.33,2755,85383
2020-08-03 03:24:10,0,29.33,2755,85383
2020-08-03 03:24:20,0,29.33,2755,85383
2020-08-03 03:24:30,2,29.33,2755,85383
2020-08-03 03:24:40,5,29.34,2754,85383
2020-08-03 03:24:50,0,29.33,2755,85383
2020-08-03 03:25:00,0,29.34,2754,85383
2020-08-03 03:25:10,0,29.32,2755,85383
2020-08-03 03:25:20,0,29.32,2755,85383
2020-08-03 03:25:30,0,29.29,2756,85383
2020-08-03 03:25:40,7,29.3,2756,85383
2020-08-03 03:25:50,2,29.3,2756,85383
2020-08-03 03:26:00,2,29.32,2755,85383
2020-08-03 03:26:10,7,29.32,2755,85383
2020-08-03 03:26:20,2,29.32,2755,85383
2020-08-03 03:26:30,2,29.28,2756,85383
2020-08-03 03:26:40,2,29.32,2755,85383
2020-08-03 03:26:50,5,29.31,2756,85383
2020-08-03 03:27:00,2,29.31,2756,85383
2020-08-03 03:27:10,0,29.31,2756,85383
2020-08-03 03:27:20,0,29.31,2756,85383
2020-08-03 03:27:30,5,29.32,2755,85383
2020-08-03 03:27:40,4,29.29,2756,85383
2020-08-03 03:27:50,0,29.35,2754,85383
2020-08-03 03:28:00,2,29.33,2755,85383
2020-08-03 03:28:10,0,29.35,2754,85383
2020-08-03 03:28:20,4,29.35,2754,85383
2020-08-03 03:28:30,4,29.33,2755,85382
2020-08-03 03:28:40,4,29.32,2755,85382
2020-08-03 03:28:50,4,29.32,2755,85382
2020-08-03 03:29:00,4,29.34,2755,85382
2020-08-03 03:29:10,5,29.33,2755,85382
2020-08-03 03:29:20,5,29.34,2755,85382
2020-08-03 03:29:30,4,29.35,2754,85382
2020-08-03 03:29:40,2,29.35,2754,85382
2020-08-03 03:29:50,0,29.35,2754,85382
2020-08-03 03:30:00,2,29.36,2754,85382
2020-08-03 03:30:10,2,29.32,2755,85382
2020-08-03 03:30:20,2,29.35,2754,85382
2020-08-03 03:30:30,5,29.34,2754,85382
2020-08-03 03:30:40,5,29.35,2754,85382
2020-08-03 03:30:50,2,29.33,2755,85382
2020-08-03 03:31:00,2,29.33,2755,85382
2020-08-03 03:31:10,0,29.31,2755,85382
2020-08-03 03:31:20,16,29.31,2755,85382
2020-08-03 03:31:30,2,29.32,2755,85381
2020-08-03 03:31:40,4,29.38,2752,85381
2020-08-03 03:31:50,2,29.37,2753,85381
2020-08-03 03:32:00,25,29.39,2752,85381
2020-08-03 03:32:10,0,29.41,2751,85381
2020-08-03 03:32:20,0,29.4,2751,85381
2020-08-03 03:32:30,0,29.4,2751,85381
2020-08-03 03:32:40,2,29.41,2751,85381
2020-08-03 03:32:50,4,29.41,2751,85381
2020-08-03 03:33:00,0,29.42,2751,85380
2020-08-03 03:33:10,0,29.42,2751,85380
2020-08-03 03:33:20,0,29.42,2751,85380
2020-08-03 03:33:30,5,29.43,2750,85380
2020-08-03 03:33:40,7,29.42,2750,85380
2020-08-03 03:33:50,2,29.41,2751,85380
2020-08-03 03:34:00,2,29.42,2750,85380
2020-08-03 03:34:10,0,29.4,2751,85380
2020-08-03 03:34:20,2,29.39,2751,85380
2020-08-03 03:34:40,0,29.38,2752,85380
2020-08-03 03:34:50,0,29.39,2752,85380
2020-08-03 03:35:00,0,29.41,2751,85380
2020-08-03 03:35:10,0,29.41,2751,85379
2020-08-03 03:35:20,0,29.4,2751,85379
2020-08-03 03:35:30,4,29.41,2751,85379
2020-08-03 03:35:40,4,29.4,2752,85379
2020-08-03 03:35:50,4,29.4,2752,85379
2020-08-03 03:36:00,8,29.38,2753,85379
2020-08-03 03:36:10,0,29.4,2752,85379
2020-08-03 03:36:20,4,29.39,2752,85379
2020-08-03 03:36:30,5,29.41,2752,85379
2020-08-03 03:36:40,2,29.4,2752,85379
2020-08-03 03:36:50,0,29.39,2753,85379
2020-08-03 03:37:00,5,29.4,2752,85379
2020-08-03 03:37:10,5,29.38,2754,85378
2020-08-03 03:37:20,11,29.37,2753,85378
2020-08-03 03:37:30,7,29.4,2753,85378
2020-08-03 03:37:40,0,29.41,2752,85378
2020-08-03 03:37:50,2,29.42,2751,85378
2020-08-03 03:38:00,8,29.37,2753,85378
2020-08-03 03:38:10,0,29.42,2751,85378
2020-08-03 03:38:20,4,29.43,2751,85378
2020-08-03 03:38:30,7,29.44,2751,85378
2020-08-03 03:38:40,4,29.45,2750,85377
2020-08-03 03:38:50,0,29.45,2750,85377
2020-08-03 03:39:00,8,29.46,2750,85377
2020-08-03 03:39:10,4,29.46,2749,85377
2020-08-03 03:39:20,8,29.45,2750,85377
2020-08-03 03:39:30,11,29.43,2752,85377
2020-08-03 03:39:40,5,29.43,2751,85377
2020-08-03 03:39:50,0,29.43,2751,85377
2020-08-03 03:40:00,4,29.46,2750,85377
2020-08-03 03:40:10,8,29.48,2749,85377
2020-08-03 03:40:20,5,29.5,2748,85376
2020-08-03 03:40:30,5,29.49,2749,85376
2020-08-03 03:40:40,0,29.49,2749,85376
2020-08-03 03:40:50,0,29.49,2749,85376
2020-08-03 03:41:00,0,29.51,2748,85376
2020-08-03 03:41:10,0,29.53,2747,85375
2020-08-03 03:41:20,0,29.53,2747,85375
2020-08-03 03:41:30,0,29.52,2747,85375
2020-08-03 03:41:40,0,29.53,2747,85375
2020-08-03 03:41:50,0,29.51,2748,85375
2020-08-03 03:42:00,0,29.52,2748,85375
2020-08-03 03:42:10,0,29.52,2748,85375
2020-08-03 03:42:20,2,29.54,2747,85375
2020-08-03 03:42:30,4,29.54,2747,85374
2020-08-03 03:42:40,7,29.53,2747,85374
2020-08-03 03:42:50,2,29.54,2747,85374
2020-08-03 03:43:00,13,29.59,2745,85374
2020-08-03 03:43:10,5,29.59,2745,85374
2020-08-03 03:43:20,0,29.6,2745,85374
2020-08-03 03:43:30,8,29.59,2745,85374
2020-08-03 03:43:40,2,29.57,2746,85373
2020-08-03 03:43:50,0,29.59,2745,85373
2020-08-03 03:44:00,2,29.56,2746,85373
2020-08-03 03:44:10,4,29.51,2748,85373
2020-08-03 03:44:20,2,29.59,2745,85373
2020-08-03 03:44:30,5,29.59,2745,85373
2020-08-03 03:44:40,5,29.6,2745,85373
2020-08-03 03:44:50,2,29.57,2746,85373
2020-08-03 03:45:00,4,29.58,2746,85373
2020-08-03 03:45:10,2,29.58,2745,85372
2020-08-03 03:45:20,2,29.57,2745,85372
2020-08-03 03:45:30,0,29.57,2746,85372
2020-08-03 03:45:40,2,29.59,2745,85372
2020-08-03 03:45:50,4,29.59,2745,85372
2020-08-03 03:46:00,7,29.58,2745,85372
2020-08-03 03:46:10,10,29.56,2746,85372
2020-08-03 03:46:20,2,29.58,2745,85372
2020-08-03 03:46:30,2,29.58,2745,85371
2020-08-03 03:46:40,4,29.52,2747,85371
2020-08-03 03:46:50,0,29.53,2747,85371
2020-08-03 03:47:00,2,29.51,2748,85371
2020-08-03 03:47:10,0,29.52,2748,85371
2020-08-03 03:47:20,14,29.52,2748,85371
2020-08-03 03:47:30,4,29.53,2747,85371
2020-08-03 03:47:40,2,29.54,2747,85371
2020-08-03 03:47:50,0,29.57,2746,85370
2020-08-03 03:48:00,2,29.59,2745,85370
2020-08-03 03:48:20,4,29.55,2746,85370
2020-08-03 03:48:30,10,29.58,2745,85370
2020-08-03 03:48:40,13,29.56,2746,85370
2020-08-03 03:48:50,0,29.55,2746,85370
2020-08-03 03:49:00,0,29.58,2746,85370
2020-08-03 03:49:10,0,29.56,2746,85370
2020-08-03 03:49:20,0,29.57,2746,85370
2020-08-03 03:49:30,0,29.58,2745,85369
2020-08-03 03:49:40,0,29.59,2745,85369
2020-08-03 03:49:50,0,29.58,2745,85369
2020-08-03 03:50:00,0,29.6,2745,85369
2020-08-03 03:50:10,0,29.61,2744,85369
2020-08-03 03:50:20,0,29.58,2745,85369
2020-08-03 03:50:30,0,29.58,2745,85369
2020-08-03 03:50:40,4,29.6,2745,85368
2020-08-03 03:50:50,2,29.59,2744,85368
2020-08-03 03:51:00,4,29.61,2744,85368
2020-08-03 03:51:10,0,29.62,2744,85368
2020-08-03 03:51:20,0,29.62,2744,85368
2020-08-03 03:51:30,8,29.6,2744,85368
2020-08-03 03:51:40,5,29.62,2744,85368
2020-08-03 03:51:50,4,29.62,2743,85368
2020-08-03 03:52:00,4,29.64,2743,85367
2020-08-03 03:52:20,2,29.66,2742,85367
2020-08-03 03:52:30,4,29.67,2741,85367
2020-08-03 03:52:40,2,29.66,2742,85367
2020-08-03 03:52:50,4,29.68,2741,85367
2020-08-03 03:53:00,7,29.7,2740,85367
2020-08-03 03:53:10,4,29.69,2741,85367
2020-08-03 03:53:20,5,29.7,2740,85366
2020-08-03 03:53:30,5,29.71,2740,85366
2020-08-03 03:53:40,2,29.71,2740,85366
2020-08-03 03:53:50,2,29.69,2741,85366
2020-08-03 03:54:00,5,29.72,2740,85366
2020-08-03 03:54:10,4,29.73,2739,85366
2020-08-03 03:54:20,4,29.74,2739,85366
2020-08-03 03:54:30,4,29.75,2738,85366
2020-08-03 03:54:50,2,29.69,2741,85365
2020-08-03 03:55:00,4,29.7,2740,85365
2020-08-03 03:55:10,2,29.68,2741,85365
2020-08-03 03:55:20,2,29.72,2740,85365
2020-08-03 03:55:30,2,29.73,2740,85365
2020-08-03 03:55:40,2,29.74,2739,85365
2020-08-03 03:55:50,0,29.73,2739,85365
2020-08-03 03:56:00,4,29.7,2741,85365
2020-08-03 03:56:10,4,29.69,2741,85365
2020-08-03 03:56:20,0,29.71,2740,85365
2020-08-03 03:56:30,2,29.7,2740,85364
2020-08-03 03:56:40,2,29.71,2740,85364
2020-08-03 03:56:50,2,29.71,2740,85364
2020-08-03 03:57:00,2,29.72,2740,85364
2020-08-03 03:57:10,7,29.72,2740,85364
2020-08-03 03:57:20,7,29.73,2739,85364
2020-08-03 03:57:30,13,29.72,2740,85364
2020-08-03 03:57:40,10,29.73,2739,85364
2020-08-03 03:57:50,5,29.75,2738,85364
2020-08-03 03:58:00,4,29.78,2737,85363
2020-08-03 03:58:10,7,29.75,2738,85363
2020-08-03 03:58:20,8,29.76,2738,85363
2020-08-03 03:58:30,7,29.76,2738,85363
2020-08-03 03:58:40,0,29.79,2737,85363
2020-08-03 03:58:50,0,29.79,2737,85363
2020-08-03 03:59:00,5,29.81,2736,85363
2020-08-03 03:59:10,2,29.82,2736,85363
2020-08-03 03:59:20,2,29.81,2736,85363
2020-08-03 03:59:30,5,29.79,2737,85362
2020-08-03 03:59:40,0,29.8,2736,85362
2020-08-03 03:59:50,0,29.79,2736,85362
2020-08-03 04:00:00,7,29.8,2736,85362
2020-08-03 04:00:10,27,29.8,2737,85362
2020-08-03 04:00:20,2,29.8,2737,85362
2020-08-03 04:00:30,0,29.79,2737,85362
2020-08-03 04:00:40,2,29.75,2738,85362
2020-08-03 04:00:50,0,29.8,2736,85362
2020-08-03 04:01:00,10,29.81,2736,85362
2020-08-03 04:01:10,2,29.8,2736,85362
2020-08-03 04:01:20,2,29.86,2734,85362
2020-08-03 04:01:30,4,29.91,2732,85362
2020-08-03 04:01:40,10,29.91,2733,85362
2020-08-03 04:01:50,0,29.84,2734,85362
2020-08-03 04:02:00,4,29.83,2735,85362
2020-08-03 04:02:10,7,29.82,2735,85362
2020-08-03 04:02:20,5,29.82,2735,85362
2020-08-03 04:02:30,5,29.83,2735,85362
2020-08-03 04:02:40,0,30.06,2727,85362
2020-08-03 04:02:50,4,30.14,2723,85362
2020-08-03 04:03:00,8,30.19,2722,85362
2020-08-03 04:03:10,2,30.19,2721,85362
2020-08-03 04:03:20,2,30.22,2720,85362
2020-08-03 04:03:30,2,30.22,2720,85362
2020-08-03 04:03:40,0,30.2,2721,85362
2020-08-03 04:04:00,0,30.17,2722,85362
2020-08-03 04:04:10,0,30.16,2722,85362
2020-08-03 04:04:20,0,30.15,2723,85362
2020-08-03 04:04:30,0,30.13,2724,85362
2020-08-03 04:04:40,0,29.94,2731,85362
2020-08-03 04:04:50,0,29.92,2731,85362
2020-08-03 04:05:00,0,29.92,2731,85362
2020-08-03 04:05:10,0,29.95,2730,85362
2020-08-03 04:05:20,28,29.93,2731,85362
2020-08-03 04:05:30,8,29.88,2733,85362
2020-08-03 04:05:40,4,29.88,2733,85362
2020-08-03 04:05:50,0,29.87,2733,85362
2020-08-03 04:06:00,5,29.85,2734,85362
2020-08-03 04:06:10,10,29.84,2734,85362
2020-08-03 04:06:20,4,29.84,2735,85362
2020-08-03 04:06:30,7,29.84,2734,85362
2020-08-03 04:06:40,4,29.84,2735,85361
2020-08-03 04:06:50,0,29.83,2735,85361
2020-08-03 04:07:00,10,29.84,2734,85361
2020-08-03 04:07:10,2,29.83,2735,85361
2020-08-03 04:07:20,2,29.83,2735,85361
2020-08-03 04:07:30,2,29.83,2735,85361
2020-08-03 04:07:40,4,29.85,2734,85361
2020-08-03 04:07:50,0,29.86,2734,85361
2020-08-03 04:08:00,7,29.85,2734,85361
2020-08-03 04:08:10,10,29.83,2735,85361
2020-08-03 04:08:20,5,29.83,2734,85361
2020-08-03 04:08:30,4,29.86,2734,85361
2020-08-03 04:08:40,0,29.86,2734,85361
2020-08-03 04:09:00,7,29.85,2734,85361
2020-08-03 04:09:10,2,29.85,2734,85361
2020-08-03 04:09:20,8,29.86,2733,85361
2020-08-03 04:09:30,7,29.87,2733,85361
2020-08-03 04:09:40,5,29.88,2733,85361
2020-08-03 04:10:00,7,29.84,2734,85361
2020-08-03 04:10:10,7,29.85,2734,85361
2020-08-03 04:10:20,4,29.85,2734,85361
2020-08-03 04:10:30,2,29.84,2734,85361
2020-08-03 04:10:40,5,29.86,2734,85361
2020-08-03 04:10:50,7,29.85,2734,85361
2020-08-03 04:11:00,13,29.8,2736,85361
2020-08-03 04:11:10,2,29.85,2734,85361
2020-08-03 04:11:20,8,29.86,2734,85361
2020-08-03 04:11:30,5,29.86,2734,85361
2020-08-03 04:11:40,7,29.87,2734,85361
2020-08-03 04:11:50,2,29.85,2734,85361
2020-08-03 04:12:00,2,29.92,2732,85361
2020-08-03 04:12:10,2,29.91,2732,85361
2020-08-03 04:12:20,0,29.91,2732,85361
2020-08-03 04:12:30,5,29.89,2733,85361
2020-08-03 04:12:40,4,29.89,2733,85361
2020-08-03 04:12:50,0,29.91,2732,85361
2020-08-03 04:13:00,5,29.91,2732,85361
2020-08-03 04:13:10,2,29.9,2732,85361
2020-08-03 04:13:20,0,29.9,2732,85361
2020-08-03 04:13:30,5,29.89,2733,85361
2020-08-03 04:13:40,2,29.91,2732,85361
2020-08-03 04:13:50,0,29.91,2732,85361
2020-08-03 04:14:00,7,29.92,2732,85361
2020-08-03 04:14:10,8,29.91,2732,85361
2020-08-03 04:14:20,5,29.93,2732,85361
2020-08-03 04:14:30,4,29.91,2732,85361
2020-08-03 04:14:40,4,29.91,2732,85361
2020-08-03 04:14:50,0,29.91,2732,85361
2020-08-03 04:15:10,2,29.92,2732,85361
2020-08-03 04:15:20,4,29.94,2731,85361
2020-08-03 04:15:30,2,29.94,2731,85361
2020-08-03 04:15:40,4,29.92,2732,85361
2020-08-03 04:15:50,5,29.93,2731,85361
2020-08-03 04:16:00,5,29.92,2732,85361
2020-08-03 04:16:10,0,29.92,2732,85361
2020-08-03 04:16:20,2,29.92,2732,85361
2020-08-03 04:16:30,4,29.92,2731,85361
2020-08-03 04:16:40,5,29.91,2732,85361
2020-08-03 04:16:50,0,29.9,2732,85361
2020-08-03 04:17:00,2,29.88,2733,85361
2020-08-03 04:17:10,8,29.79,2736,85361
2020-08-03 04:17:20,0,29.88,2733,85361
2020-08-03 04:17:30,0,29.88,2733,85361
2020-08-03 04:17:40,2,29.87,2733,85361
2020-08-03 04:17:50,0,29.87,2733,85361
2020-08-03 04:18:00,0,29.86,2734,85361
2020-08-03 04:18:10,0,29.88,2733,85361
2020-08-03 04:18:20,4,29.85,2734,85361
2020-08-03 04:18:30,0,29.85,2734,85361
2020-08-03 04:18:40,2,29.85,2734,85361
2020-08-03 04:18:50,0,29.85,2734,85361
2020-08-03 04:19:00,7,29.86,2734,85361
2020-08-03 04:19:10,0,29.83,2735,85361
2020-08-03 04:19:20,2,29.83,2735,85361
2020-08-03 04:19:30,10,29.84,2735,85361
2020-08-03 04:19:40,7,29.86,2734,85361
2020-08-03 04:19:50,4,29.86,2734,85361
2020-08-03 04:20:00,4,29.85,2735,85361
2020-08-03 04:20:10,2,29.85,2734,85361
2020-08-03 04:20:20,2,29.86,2734,85361
2020-08-03 04:20:30,7,29.86,2734,85361
2020-08-03 04:20:40,5,29.86,2734,85361
2020-08-03 04:20:50,0,29.86,2734,85361
2020-08-03 04:21:00,8,29.87,2734,85361
2020-08-03 04:21:10,8,29.87,2733,85361
2020-08-03 04:21:20,11,29.89,2733,85361
2020-08-03 04:21:30,0,29.85,2734,85361
2020-08-03 04:21:40,8,29.86,2734,85361
2020-08-03 04:21:50,5,29.86,2734,85361
2020-08-03 04:22:00,13,29.87,2734,85361
2020-08-03 04:22:10,10,29.84,2734,85361
2020-08-03 04:22:20,11,29.84,2734,85361
2020-08-03 04:22:40,4,29.87,2734,85361
2020-08-03 04:22:50,0,29.87,2734,85361
2020-08-03 04:23:00,2,29.86,2734,85361
2020-08-03 04:23:10,0,29.86,2734,85361
2020-08-03 04:23:20,4,29.81,2736,85361
2020-08-03 04:23:30,2,29.88,2733,85361
2020-08-03 04:23:40,7,29.86,2734,85361
2020-08-03 04:23:50,4,29.85,2734,85361
2020-08-03 04:24:10,0,29.84,2735,85361
2020-08-03 04:24:20,2,29.84,2735,85361
2020-08-03 04:24:30,5,29.85,2735,85361
2020-08-03 04:24:40,4,29.84,2735,85361
2020-08-03 04:24:50,4,29.81,2736,85361
2020-08-03 04:25:00,8,29.83,2736,85361
2020-08-03 04:25:10,5,29.81,2736,85361
2020-08-03 04:25:20,2,29.84,2735,85361
2020-08-03 04:25:30,11,29.81,2736,85361
2020-08-03 04:25:40,7,29.82,2736,85361
2020-08-03 04:25:50,0,29.83,2735,85361
2020-08-03 04:26:00,5,29.84,2735,85361
2020-08-03 04:26:10,2,29.82,2736,85361
2020-08-03 04:26:20,2,29.83,2736,85361
2020-08-03 04:26:30,8,29.83,2735,85361
2020-08-03 04:26:40,2,29.82,2736,85361
2020-08-03 04:26:50,2,29.81,2736,85361
2020-08-03 04:27:00,7,29.82,2735,85361
2020-08-03 04:27:10,11,29.84,2735,85361
2020-08-03 04:27:20,10,29.82,2736,85361
2020-08-03 04:27:30,8,29.85,2735,85361
2020-08-03 04:27:40,4,29.94,2731,85361
2020-08-03 04:27:50,4,29.94,2731,85361
2020-08-03 04:28:00,7,29.96,2730,85361
2020-08-03 04:28:10,2,29.95,2730,85360
2020-08-03 04:28:20,5,29.98,2730,85360
2020-08-03 04:28:30,8,29.97,2730,85360
2020-08-03 04:28:40,2,29.97,2730,85360
2020-08-03 04:28:50,2,29.94,2731,85360
2020-08-03 04:29:00,5,29.96,2730,85360
2020-08-03 04:29:10,4,29.97,2730,85360
2020-08-03 04:29:20,4,29.97,2730,85360
2020-08-03 04:29:30,5,29.96,2730,85360
2020-08-03 04:29:40,4,29.98,2730,85359
2020-08-03 04:29:50,0,29.98,2730,85359
2020-08-03 04:30:00,4,29.99,2729,85359
2020-08-03 04:30:10,2,30,2729,85359
2020-08-03 04:30:20,5,30.01,2729,85359
2020-08-03 04:30:30,5,29.99,2729,85359
2020-08-03 04:30:40,5,30,2729,85359
2020-08-03 04:30:50,4,29.97,2730,85359
2020-08-03 04:31:00,4,29.97,2730,85358
2020-08-03 04:31:10,0,29.98,2730,85358
2020-08-03 04:31:20,5,30.23,2721,85358
2020-08-03 04:31:30,2,30,2728,85358
2020-08-03 04:31:40,4,29.97,2729,85358
2020-08-03 04:31:50,2,29.99,2729,85358
2020-08-03 04:32:00,2,30,2729,85358
2020-08-03 04:32:10,5,29.98,2729,85358
2020-08-03 04:32:20,5,30,2728,85358
2020-08-03 04:32:30,5,30.01,2728,85357
2020-08-03 04:32:40,7,30.02,2727,85357
2020-08-03 04:32:50,2,30,2728,85357
2020-08-03 04:33:00,5,30.02,2727,85357
2020-08-03 04:33:10,4,30.01,2728,85357
2020-08-03 04:33:20,10,30.04,2727,85357
2020-08-03 04:33:30,5,30.12,2724,85356
2020-08-03 04:33:40,0,30.15,2723,85356
2020-08-03 04:33:50,0,30.13,2724,85356
2020-08-03 04:34:00,0,30.16,2722,85356
2020-08-03 04:34:10,0,30.14,2723,85356
2020-08-03 04:34:20,0,30.14,2723,85356
2020-08-03 04:34:30,8,30.14,2723,85356
2020-08-03 04:34:40,7,30.15,2723,85356
2020-08-03 04:34:50,4,30.11,2724,85356
2020-08-03 04:35:00,7,30.14,2723,85356
2020-08-03 04:35:10,8,30.12,2724,85356
2020-08-03 04:35:20,4,30.14,2723,85356
2020-08-03 04:35:30,8,30.13,2724,85355
2020-08-03 04:35:40,4,30.14,2723,85355
2020-08-03 04:35:50,4,30.13,2724,85355
2020-08-03 04:36:00,10,30.12,2724,85355
2020-08-03 04:36:10,2,30.13,2723,85355
2020-08-03 04:36:20,0,30.13,2724,85355
2020-08-03 04:36:30,0,30.4,2715,85355
2020-08-03 04:36:40,8,30.43,2712,85354
2020-08-03 04:36:50,4,30.42,2712,85354
2020-08-03 04:37:00,7,30.42,2712,85354
2020-08-03 04:37:10,0,30.42,2712,85354
2020-08-03 04:37:20,0,30.45,2711,85354
2020-08-03 04:37:30,0,30.45,2711,85353
2020-08-03 04:37:40,4,30.46,2711,85353
2020-08-03 04:37:50,4,30.44,2711,85353
2020-08-03 04:38:00,5,30.42,2713,85353
2020-08-03 04:38:10,0,30.43,2712,85353
2020-08-03 04:38:20,0,30.43,2712,85353
2020-08-03 04:38:30,0,30.41,2713,85352
2020-08-03 04:38:40,4,30.44,2712,85352
2020-08-03 04:38:50,0,30.42,2712,85352
2020-08-03 04:39:00,4,30.44,2712,85352
2020-08-03 04:39:10,0,30.44,2712,85352
2020-08-03 04:39:20,4,30.45,2711,85352
2020-08-03 04:39:30,11,30.45,2711,85352
2020-08-03 04:39:40,2,30.47,2711,85352
2020-08-03 04:39:50,2,30.46,2711,85352
2020-08-03 04:40:00,0,30.43,2713,85352
2020-08-03 04:40:10,4,30.42,2712,85351
2020-08-03 04:40:20,4,30.43,2712,85351
2020-08-03 04:40:30,4,30.42,2712,85351
2020-08-03 04:40:40,5,30.45,2711,85351
2020-08-03 04:40:50,2,30.44,2712,85351
2020-08-03 04:41:00,0,30.43,2712,85351
2020-08-03 04:41:10,0,30.43,2712,85351
2020-08-03 04:41:20,2,30.45,2711,85351
2020-08-03 04:41:30,5,30.44,2711,85351
2020-08-03 04:41:40,4,30.45,2711,85351
2020-08-03 04:41:50,0,30.44,2711,85350
2020-08-03 04:42:00,0,30.38,2713,85350
2020-08-03 04:42:10,0,30.44,2711,85350
2020-08-03 04:42:20,2,30.45,2711,85350
2020-08-03 04:42:40,2,30.48,2710,85350
2020-08-03 04:42:50,0,30.46,2711,85350
2020-08-03 04:43:00,5,30.49,2710,85350
2020-08-03 04:43:10,5,30.5,2709,85350
2020-08-03 04:43:20,2,30.47,2710,85350
2020-08-03 04:43:30,10,30.47,2711,85350
2020-08-03 04:43:40,5,30.49,2710,85349
2020-08-03 04:43:50,0,30.49,2710,85349
2020-08-03 04:44:00,2,30.5,2709,85349
2020-08-03 04:44:10,0,30.5,2709,85349
2020-08-03 04:44:20,2,30.51,2709,85349
2020-08-03 04:44:30,2,30.46,2711,85349
2020-08-03 04:44:40,2,30.47,2710,85349
2020-08-03 04:44:50,0,30.45,2711,85349
2020-08-03 04:45:00,5,30.47,2710,85349
2020-08-03 04:45:10,0,30.46,2711,85349
2020-08-03 04:45:20,0,30.48,2710,85349
2020-08-03 04:45:30,4,30.48,2710,85349
2020-08-03 04:45:40,4,30.48,2710,85349
2020-08-03 04:45:50,5,30.46,2711,85348
2020-08-03 04:46:00,2,30.45,2712,85348
2020-08-03 04:46:10,8,30.43,2712,85348
2020-08-03 04:46:20,5,30.44,2711,85348
2020-08-03 04:46:30,0,30.44,2712,85348
2020-08-03 04:46:50,0,30.44,2712,85348
2020-08-03 04:47:00,8,30.46,2711,85348
2020-08-03 04:47:10,2,30.45,2711,85348
2020-08-03 04:47:20,4,30.46,2711,85348
2020-08-03 04:47:30,10,30.47,2710,85348
2020-08-03 04:47:40,5,30.49,2710,85348
2020-08-03 04:47:50,5,30.48,2710,85348
2020-08-03 04:48:00,5,30.52,2709,85347
2020-08-03 04:48:10,0,30.49,2709,85347
2020-08-03 04:48:20,2,30.52,2709,85347
2020-08-03 04:48:30,8,30.49,2710,85347
2020-08-03 04:48:40,7,30.49,2710,85347
2020-08-03 04:48:50,4,30.48,2710,85347
2020-08-03 04:49:00,5,30.51,2709,85347
2020-08-03 04:49:10,4,30.47,2710,85347
2020-08-03 04:49:20,2,30.48,2710,85347
2020-08-03 04:49:30,8,30.48,2710,85347
2020-08-03 04:49:40,2,30.49,2710,85347
2020-08-03 04:49:50,2,30.48,2710,85347
2020-08-03 04:50:00,10,30.5,2709,85347
2020-08-03 04:50:10,8,30.5,2709,85347
2020-08-03 04:50:20,2,30.5,2709,85347
2020-08-03 04:50:30,0,30.51,2709,85347
2020-08-03 04:50:40,7,30.5,2709,85347
2020-08-03 04:50:50,0,30.49,2709,85347
2020-08-03 04:51:00,13,30.48,2710,85347
2020-08-03 04:51:10,8,30.5,2709,85351
2020-08-03 04:51:20,7,30.5,2709,85351
2020-08-03 04:51:30,2,30.49,2709,85350
2020-08-03 04:51:40,4,30.49,2709,85350
2020-08-03 04:51:50,4,30.5,2709,85350
2020-08-03 04:52:00,5,30.52,2708,85350
2020-08-03 04:52:10,2,30.52,2708,85350
2020-08-03 04:52:20,7,30.46,2710,85350
2020-08-03 04:52:30,0,30.49,2709,85350
2020-08-03 04:52:40,0,30.52,2708,85350
2020-08-03 04:52:50,0,30.51,2709,85350
2020-08-03 04:53:00,0,30.52,2708,85350
2020-08-03 04:53:10,0,30.54,2708,85350
2020-08-03 04:53:20,0,30.55,2707,85350
2020-08-03 04:53:30,0,30.54,2708,85350
2020-08-03 04:53:40,0,30.54,2707,85350
2020-08-03 04:53:50,0,30.54,2708,85350
2020-08-03 04:54:00,0,30.55,2707,85350
2020-08-03 04:54:10,0,30.57,2707,85350
2020-08-03 04:54:20,5,30.58,2706,85350
2020-08-03 04:54:30,2,30.58,2706,85350
2020-08-03 04:54:40,0,30.56,2707,85350
2020-08-03 04:54:50,0,30.53,2708,85350
2020-08-03 04:55:00,7,30.55,2707,85350
2020-08-03 04:55:10,4,30.55,2708,85350
2020-08-03 04:55:20,4,30.56,2707,85350
2020-08-03 04:55:30,4,30.54,2708,85349
2020-08-03 04:55:40,8,30.56,2707,85349
2020-08-03 04:55:50,0,30.55,2707,85349
2020-08-03 04:56:00,0,30.57,2707,85349
2020-08-03 04:56:10,0,30.54,2707,85349
2020-08-03 04:56:20,0,30.61,2707,85349
2020-08-03 04:56:30,2,30.5,2709,85349
2020-08-03 04:56:40,0,30.6,2707,85349
2020-08-03 04:56:50,2,30.53,2707,85349
2020-08-03 04:57:00,7,30.59,2707,85349
2020-08-03 04:57:10,4,30.55,2707,85349
2020-08-03 04:57:20,0,30.56,2706,85349
2020-08-03 04:57:30,5,30.59,2705,85349
